STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Total_Crimes
HARYANA_BHIWANI,2001,0,0,0,0,0,0,0,0,0,3,3
HARYANA_BHIWANI,2002,0,2,1,0,0,0,0,1,0,4,8
HARYANA_BHIWANI,2003,1,0,1,0,0,0,1,0,0,1,4
HARYANA_BHIWANI,2004,0,1,0,0,0,0,0,0,0,4,5
HARYANA_BHIWANI,2005,0,0,0,0,0,0,0,5,0,7,12
HARYANA_BHIWANI,2006,1,3,0,0,0,0,0,0,0,5,9
HARYANA_BHIWANI,2007,0,2,0,0,0,0,2,0,0,4,8
HARYANA_BHIWANI,2008,0,6,2,0,0,0,2,0,0,6,16
HARYANA_BHIWANI,2009,0,9,2,0,0,0,2,0,0,10,23
HARYANA_BHIWANI,2010,1,2,3,0,0,0,0,0,0,14,20
HARYANA_FARIDABAD,2001,0,0,0,0,0,0,0,5,0,5,10
HARYANA_FARIDABAD,2002,1,1,2,0,0,0,1,10,0,5,20
HARYANA_FARIDABAD,2003,1,5,0,0,0,0,0,12,0,6,24
HARYANA_FARIDABAD,2004,1,5,0,0,0,0,0,0,0,6,12
HARYANA_FARIDABAD,2005,1,6,2,0,0,0,6,8,0,17,40
HARYANA_FARIDABAD,2006,0,2,4,0,0,0,1,19,0,17,43
HARYANA_FARIDABAD,2007,0,0,3,0,0,0,0,9,0,6,18
HARYANA_FARIDABAD,2008,0,1,1,0,0,1,0,12,0,9,24
HARYANA_FARIDABAD,2009,0,0,2,0,0,0,1,10,0,7,20
HARYANA_FARIDABAD,2010,0,4,0,0,0,0,0,0,0,16,20
HARYANA_FATEHABAD,2001,1,3,3,0,0,0,6,1,0,7,21
HARYANA_FATEHABAD,2002,1,2,1,0,0,0,2,0,0,4,10
HARYANA_FATEHABAD,2003,0,2,2,0,0,0,2,1,0,6,13
HARYANA_FATEHABAD,2004,0,1,0,0,0,0,5,3,0,7,16
HARYANA_FATEHABAD,2005,0,3,2,0,0,0,1,1,0,0,7
HARYANA_FATEHABAD,2006,0,4,0,0,0,0,1,2,0,6,13
HARYANA_FATEHABAD,2007,1,2,1,0,0,0,7,1,0,6,18
HARYANA_FATEHABAD,2008,1,2,1,0,0,0,7,0,0,6,17
HARYANA_FATEHABAD,2009,0,0,2,0,0,0,0,4,0,2,8
HARYANA_FATEHABAD,2010,0,2,0,0,0,0,0,5,0,2,9
HARYANA_GRP,2001,0,0,0,0,0,0,0,0,1,0,1
HARYANA_GRP,2002,0,0,0,0,0,0,0,0,0,0,0
HARYANA_GRP,2003,2,1,0,0,0,0,0,0,0,1,4
HARYANA_GRP,2004,1,1,0,0,0,0,0,0,0,0,2
HARYANA_GRP,2005,0,0,0,0,0,0,0,0,0,0,0
HARYANA_GRP,2006,0,0,0,0,0,0,0,0,0,0,0
HARYANA_GRP,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA_GRP,2008,0,0,0,0,0,0,0,0,1,0,1
HARYANA_GRP,2009,0,0,0,0,0,0,0,0,0,0,0
HARYANA_GRP,2010,1,0,0,0,0,0,0,0,0,2,3
HARYANA_GURGAON,2001,0,1,0,0,0,0,1,1,0,2,5
HARYANA_GURGAON,2002,0,0,0,0,0,1,0,1,0,0,2
HARYANA_GURGAON,2003,0,0,0,0,0,0,0,1,0,1,2
HARYANA_GURGAON,2004,0,1,0,0,0,0,0,0,0,1,2
HARYANA_GURGAON,2005,0,0,1,0,0,0,7,7,0,12,27
HARYANA_GURGAON,2006,0,4,1,0,1,1,1,12,0,4,24
HARYANA_GURGAON,2007,0,0,4,0,0,1,0,14,0,7,26
HARYANA_GURGAON,2008,0,7,4,0,0,0,0,22,0,11,44
HARYANA_GURGAON,2009,0,2,3,0,0,0,1,11,0,5,22
HARYANA_GURGAON,2010,1,5,1,0,0,0,1,17,0,9,34
HARYANA_HISSAR,2001,0,0,0,0,0,0,8,1,0,0,9
HARYANA_HISSAR,2002,1,1,2,0,0,1,5,0,0,8,18
HARYANA_HISSAR,2003,0,0,0,0,0,0,5,2,0,4,11
HARYANA_HISSAR,2004,0,0,1,0,0,0,6,3,0,3,13
HARYANA_HISSAR,2005,0,1,0,0,0,0,7,2,0,4,14
HARYANA_HISSAR,2006,0,0,0,0,0,0,0,1,0,1,2
HARYANA_HISSAR,2007,0,2,0,0,0,0,2,0,0,2,6
HARYANA_HISSAR,2008,0,3,2,0,0,0,2,2,0,7,16
HARYANA_HISSAR,2009,0,2,1,0,0,0,2,2,0,2,9
HARYANA_HISSAR,2010,2,1,1,0,0,0,1,7,0,8,20
HARYANA_JHAJJAR,2001,0,0,0,0,0,0,7,0,0,1,8
HARYANA_JHAJJAR,2002,0,0,0,0,0,0,0,4,0,4,8
HARYANA_JHAJJAR,2003,0,0,0,0,0,0,0,1,0,1,2
HARYANA_JHAJJAR,2004,0,2,1,0,0,0,2,1,0,1,7
HARYANA_JHAJJAR,2005,0,0,0,0,0,0,0,3,0,0,3
HARYANA_JHAJJAR,2006,0,0,0,0,0,0,8,0,0,0,8
HARYANA_JHAJJAR,2007,2,0,1,0,0,0,1,0,0,5,9
HARYANA_JHAJJAR,2008,0,5,0,0,0,0,0,0,0,4,9
HARYANA_JHAJJAR,2009,1,2,0,0,0,0,1,0,0,7,11
HARYANA_JHAJJAR,2010,1,0,3,0,0,0,1,0,0,4,9
HARYANA_JIND,2001,1,2,1,0,0,0,2,4,0,0,10
HARYANA_JIND,2002,1,1,0,0,0,0,7,1,0,1,11
HARYANA_JIND,2003,0,1,0,0,0,0,3,4,0,3,11
HARYANA_JIND,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA_JIND,2005,1,1,4,0,0,0,0,15,0,5,26
HARYANA_JIND,2006,0,0,0,0,0,0,0,0,0,0,0
HARYANA_JIND,2007,0,2,0,0,0,0,0,9,0,0,11
HARYANA_JIND,2008,0,2,1,0,0,0,1,8,0,4,16
HARYANA_JIND,2009,0,2,1,0,0,0,1,13,0,4,21
HARYANA_JIND,2010,0,1,0,0,0,0,0,5,0,4,10
HARYANA_KAITHAL,2001,0,0,0,0,0,0,0,3,0,3,6
HARYANA_KAITHAL,2002,0,0,0,0,0,0,0,1,0,1,2
HARYANA_KAITHAL,2003,0,0,0,0,0,0,0,2,0,2,4
HARYANA_KAITHAL,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA_KAITHAL,2005,0,0,0,0,0,0,0,4,0,2,6
HARYANA_KAITHAL,2006,0,0,0,0,0,0,0,1,0,1,2
HARYANA_KAITHAL,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA_KAITHAL,2008,0,0,0,0,0,0,0,0,0,0,0
HARYANA_KAITHAL,2009,1,0,1,0,0,0,0,1,0,5,8
HARYANA_KAITHAL,2010,0,2,0,0,0,0,0,0,0,2,4
HARYANA_KARNAL,2001,1,2,3,0,0,0,6,0,0,5,17
HARYANA_KARNAL,2002,1,3,1,0,0,0,8,0,0,6,19
HARYANA_KARNAL,2003,0,1,0,0,0,0,5,0,0,3,9
HARYANA_KARNAL,2004,1,4,2,0,0,0,4,3,0,9,23
HARYANA_KARNAL,2005,1,1,1,0,0,0,7,7,0,7,24
HARYANA_KARNAL,2006,0,9,2,0,0,0,8,8,0,11,38
HARYANA_KARNAL,2007,1,3,0,0,0,0,0,1,0,2,7
HARYANA_KARNAL,2008,0,3,3,0,0,0,7,1,0,6,20
HARYANA_KARNAL,2009,0,3,2,0,0,0,3,3,0,8,19
HARYANA_KARNAL,2010,2,2,1,0,0,0,2,0,0,6,13
HARYANA_KURUKSHETRA,2001,1,3,0,0,0,0,0,6,0,8,18
HARYANA_KURUKSHETRA,2002,2,2,2,0,0,0,0,3,0,6,15
HARYANA_KURUKSHETRA,2003,2,2,2,0,0,0,0,2,0,6,14
HARYANA_KURUKSHETRA,2004,1,0,0,0,0,0,0,0,0,1,2
HARYANA_KURUKSHETRA,2005,0,2,1,0,0,0,0,3,0,1,7
HARYANA_KURUKSHETRA,2006,0,0,0,0,0,0,0,4,0,0,4
HARYANA_KURUKSHETRA,2007,0,2,1,0,0,0,0,1,0,2,6
HARYANA_KURUKSHETRA,2008,0,5,0,0,0,0,0,1,0,1,7
HARYANA_KURUKSHETRA,2009,0,2,2,0,0,0,1,2,0,5,12
HARYANA_KURUKSHETRA,2010,1,2,0,0,0,0,1,2,0,7,13
HARYANA_MAHENDRAGARH,2001,0,1,3,0,0,1,5,5,0,8,23
HARYANA_MAHENDRAGARH,2002,1,3,1,0,0,0,3,4,0,11,23
HARYANA_MAHENDRAGARH,2003,0,0,0,0,0,1,3,5,0,9,18
HARYANA_MAHENDRAGARH,2004,3,4,1,0,0,0,4,3,0,9,24
HARYANA_MAHENDRAGARH,2005,1,2,0,0,0,1,4,0,0,10,18
HARYANA_MAHENDRAGARH,2006,0,4,3,0,0,0,1,14,0,17,39
HARYANA_MAHENDRAGARH,2007,2,0,0,0,0,0,2,8,0,8,20
HARYANA_MAHENDRAGARH,2008,0,4,4,0,0,0,0,9,0,9,26
HARYANA_MAHENDRAGARH,2009,0,1,3,0,0,0,2,5,0,5,16
HARYANA_MAHENDRAGARH,2010,0,3,3,0,0,1,3,17,0,19,46
HARYANA_MEWAT,2001,0,0,0,0,0,0,0,0,0,0,0
HARYANA_MEWAT,2002,0,0,0,0,0,0,0,0,0,0,0
HARYANA_MEWAT,2003,0,0,0,0,0,0,0,0,0,0,0
HARYANA_MEWAT,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA_MEWAT,2005,0,0,0,0,0,1,0,1,0,3,5
HARYANA_MEWAT,2006,0,0,1,0,0,0,1,5,0,3,10
HARYANA_MEWAT,2007,0,0,0,0,0,0,1,5,0,4,10
HARYANA_MEWAT,2008,0,2,1,0,0,0,0,4,0,1,8
HARYANA_MEWAT,2009,0,0,0,0,0,0,0,1,0,1,2
HARYANA_MEWAT,2010,0,0,1,0,0,0,0,3,0,1,5
HARYANA_PALWAL,2001,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PALWAL,2002,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PALWAL,2003,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PALWAL,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PALWAL,2005,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PALWAL,2006,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PALWAL,2007,0,1,0,0,0,0,1,4,0,0,6
HARYANA_PALWAL,2008,0,0,0,0,0,0,0,16,0,0,16
HARYANA_PALWAL,2009,0,0,0,0,0,0,0,16,0,0,16
HARYANA_PALWAL,2010,1,2,1,0,0,1,3,23,0,15,46
HARYANA_PANCHKULA,2001,0,0,0,0,0,0,0,2,0,2,4
HARYANA_PANCHKULA,2002,0,2,1,0,0,0,0,1,0,1,5
HARYANA_PANCHKULA,2003,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PANCHKULA,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PANCHKULA,2005,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PANCHKULA,2006,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PANCHKULA,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PANCHKULA,2008,0,0,0,0,0,0,0,3,0,0,3
HARYANA_PANCHKULA,2009,0,0,0,0,0,0,0,1,0,0,1
HARYANA_PANCHKULA,2010,0,0,0,0,0,0,0,0,0,0,0
HARYANA_PANIPAT,2001,0,4,0,0,0,0,5,1,0,4,14
HARYANA_PANIPAT,2002,1,0,0,0,0,1,3,1,0,5,11
HARYANA_PANIPAT,2003,2,4,0,0,0,0,4,1,0,5,16
HARYANA_PANIPAT,2004,1,4,0,0,0,0,4,2,0,3,14
HARYANA_PANIPAT,2005,1,6,1,0,1,0,5,5,0,13,32
HARYANA_PANIPAT,2006,0,1,1,0,0,0,2,3,0,2,9
HARYANA_PANIPAT,2007,0,4,0,0,0,0,1,1,0,6,12
HARYANA_PANIPAT,2008,1,2,3,0,0,0,7,1,0,11,25
HARYANA_PANIPAT,2009,2,0,1,0,0,0,5,1,0,6,15
HARYANA_PANIPAT,2010,1,1,4,0,3,0,3,5,0,3,20
HARYANA_REWARI,2001,0,0,1,0,0,1,2,0,0,0,4
HARYANA_REWARI,2002,0,2,2,0,0,0,2,0,0,4,10
HARYANA_REWARI,2003,0,1,2,0,0,0,2,4,0,6,15
HARYANA_REWARI,2004,1,3,0,0,0,0,5,4,0,8,21
HARYANA_REWARI,2005,1,2,2,0,0,2,5,1,0,4,17
HARYANA_REWARI,2006,0,0,0,0,0,0,1,6,0,5,12
HARYANA_REWARI,2007,0,0,0,0,0,0,0,4,0,5,9
HARYANA_REWARI,2008,0,2,6,0,0,0,4,5,0,8,25
HARYANA_REWARI,2009,0,2,4,0,0,1,5,5,0,2,19
HARYANA_REWARI,2010,0,2,1,0,0,0,3,12,0,3,21
HARYANA_ROHTAK,2001,0,4,0,0,0,0,1,0,0,9,14
HARYANA_ROHTAK,2002,0,1,1,0,0,0,3,1,0,7,13
HARYANA_ROHTAK,2003,0,3,1,0,0,0,5,1,0,12,22
HARYANA_ROHTAK,2004,1,1,0,0,0,0,0,0,0,11,13
HARYANA_ROHTAK,2005,1,1,0,0,0,0,1,3,0,7,13
HARYANA_ROHTAK,2006,1,2,1,0,0,0,3,0,0,3,10
HARYANA_ROHTAK,2007,1,0,2,0,0,0,1,0,0,8,12
HARYANA_ROHTAK,2008,0,3,3,0,0,0,2,0,0,5,13
HARYANA_ROHTAK,2009,1,2,4,0,0,0,2,1,0,6,16
HARYANA_ROHTAK,2010,0,3,0,0,0,0,1,0,0,6,10
HARYANA_SIRSA,2001,0,3,2,0,0,1,11,1,0,3,21
HARYANA_SIRSA,2002,3,2,1,0,1,0,9,2,0,8,26
HARYANA_SIRSA,2003,1,3,0,0,0,0,4,0,0,4,12
HARYANA_SIRSA,2004,0,4,0,0,0,0,10,5,0,8,27
HARYANA_SIRSA,2005,0,0,0,0,0,0,0,0,0,0,0
HARYANA_SIRSA,2006,2,1,2,0,0,0,7,3,0,6,21
HARYANA_SIRSA,2007,2,1,0,0,0,0,1,6,0,7,17
HARYANA_SIRSA,2008,2,2,0,0,0,1,2,6,1,2,16
HARYANA_SIRSA,2009,1,2,3,0,0,0,13,1,0,5,25
HARYANA_SIRSA,2010,0,0,2,0,0,0,3,9,0,0,14
HARYANA_SONIPAT,2001,1,2,0,0,0,1,9,1,0,4,18
HARYANA_SONIPAT,2002,0,0,1,0,0,1,7,1,0,5,15
HARYANA_SONIPAT,2003,0,1,1,0,0,0,5,0,0,3,10
HARYANA_SONIPAT,2004,3,1,0,0,0,0,6,4,0,7,21
HARYANA_SONIPAT,2005,3,7,0,0,0,1,6,4,0,3,24
HARYANA_SONIPAT,2006,2,0,0,0,0,0,5,3,0,11,21
HARYANA_SONIPAT,2007,0,0,1,0,1,0,8,2,0,6,18
HARYANA_SONIPAT,2008,1,4,0,0,0,0,4,7,0,7,23
HARYANA_SONIPAT,2009,1,1,0,0,0,0,4,4,0,5,15
HARYANA_SONIPAT,2010,1,2,0,0,0,0,3,1,0,8,15
HARYANA_YAMUNANAGAR,2001,0,0,1,0,0,1,3,1,0,3,9
HARYANA_YAMUNANAGAR,2002,0,2,0,0,0,0,3,0,0,2,7
HARYANA_YAMUNANAGAR,2003,0,0,0,0,0,0,0,0,0,0,0
HARYANA_YAMUNANAGAR,2004,0,1,0,0,0,0,1,1,0,1,4
HARYANA_YAMUNANAGAR,2005,0,2,0,0,0,0,0,2,0,2,6
HARYANA_YAMUNANAGAR,2006,0,0,0,0,0,0,1,1,0,0,2
HARYANA_YAMUNANAGAR,2007,1,2,0,0,0,0,1,2,0,0,6
HARYANA_YAMUNANAGAR,2008,1,7,1,0,0,0,1,1,0,4,15
HARYANA_YAMUNANAGAR,2009,0,0,1,0,0,0,1,5,0,4,11
HARYANA_YAMUNANAGAR,2010,0,2,0,0,0,0,0,9,0,0,11
HIMACHAL PRADESH_BADDIPOLICEDIST,2001,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2002,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2003,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2005,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2006,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2008,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BADDIPOLICEDIST,2009,0,0,0,0,0,0,0,0,0,2,2
HIMACHAL PRADESH_BADDIPOLICEDIST,2010,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_BILASPUR,2001,0,0,0,0,0,0,0,8,0,5,13
HIMACHAL PRADESH_BILASPUR,2002,0,0,1,0,0,0,1,5,7,6,20
HIMACHAL PRADESH_BILASPUR,2003,1,1,0,0,0,0,1,1,0,2,6
HIMACHAL PRADESH_BILASPUR,2004,1,0,0,0,0,0,0,8,0,4,13
HIMACHAL PRADESH_BILASPUR,2005,0,1,0,0,0,0,0,2,0,2,5
HIMACHAL PRADESH_BILASPUR,2006,0,1,0,0,0,0,0,4,0,4,9
HIMACHAL PRADESH_BILASPUR,2007,0,1,0,0,0,0,0,7,0,0,8
HIMACHAL PRADESH_BILASPUR,2008,0,0,0,0,0,0,0,4,0,0,4
HIMACHAL PRADESH_BILASPUR,2009,0,2,0,0,0,0,0,5,0,0,7
HIMACHAL PRADESH_BILASPUR,2010,0,0,0,0,0,0,0,6,0,3,9
HIMACHAL PRADESH_CHAMBA,2001,0,0,0,0,0,0,0,2,0,2,4
HIMACHAL PRADESH_CHAMBA,2002,0,0,0,0,0,0,0,6,0,6,12
HIMACHAL PRADESH_CHAMBA,2003,0,0,0,1,2,0,0,5,0,5,13
HIMACHAL PRADESH_CHAMBA,2004,0,0,0,0,0,0,0,3,0,3,6
HIMACHAL PRADESH_CHAMBA,2005,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CHAMBA,2006,0,0,0,0,0,0,0,5,0,5,10
HIMACHAL PRADESH_CHAMBA,2007,0,0,0,0,0,0,0,8,0,0,8
HIMACHAL PRADESH_CHAMBA,2008,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CHAMBA,2009,0,0,0,0,0,0,0,2,0,0,2
HIMACHAL PRADESH_CHAMBA,2010,0,0,0,0,0,0,0,6,0,0,6
HIMACHAL PRADESH_CID,2001,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2002,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2003,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2005,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2006,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2008,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2009,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_CID,2010,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2002,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2005,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2006,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2009,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_G.R.P.,2010,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_HAMIRPUR,2001,0,0,0,0,0,0,0,2,0,2,4
HIMACHAL PRADESH_HAMIRPUR,2002,0,0,0,0,0,1,2,2,0,2,7
HIMACHAL PRADESH_HAMIRPUR,2003,0,1,0,6,2,0,1,5,0,6,21
HIMACHAL PRADESH_HAMIRPUR,2004,0,0,1,0,0,0,0,5,0,2,8
HIMACHAL PRADESH_HAMIRPUR,2005,0,0,0,0,0,0,0,3,0,1,4
HIMACHAL PRADESH_HAMIRPUR,2006,0,0,0,0,0,0,0,6,0,0,6
HIMACHAL PRADESH_HAMIRPUR,2007,0,0,0,0,0,0,0,5,0,0,5
HIMACHAL PRADESH_HAMIRPUR,2008,0,1,0,0,0,0,0,10,0,0,11
HIMACHAL PRADESH_HAMIRPUR,2009,0,1,0,0,0,0,0,8,0,0,9
HIMACHAL PRADESH_HAMIRPUR,2010,0,0,0,0,0,0,0,20,0,0,20
HIMACHAL PRADESH_KANGRA,2001,1,4,0,0,0,0,0,3,0,9,17
HIMACHAL PRADESH_KANGRA,2002,2,3,0,0,0,0,0,3,0,6,14
HIMACHAL PRADESH_KANGRA,2003,0,0,0,0,0,0,0,1,0,8,9
HIMACHAL PRADESH_KANGRA,2004,0,2,0,0,0,0,0,2,0,10,14
HIMACHAL PRADESH_KANGRA,2005,0,2,0,0,0,0,0,2,0,7,11
HIMACHAL PRADESH_KANGRA,2006,0,3,0,0,0,0,0,9,0,11,23
HIMACHAL PRADESH_KANGRA,2007,0,2,0,0,0,0,0,20,0,0,22
HIMACHAL PRADESH_KANGRA,2008,0,2,0,0,0,0,0,12,0,0,14
HIMACHAL PRADESH_KANGRA,2009,0,0,0,0,0,0,0,12,0,0,12
HIMACHAL PRADESH_KANGRA,2010,0,1,0,0,0,0,0,15,0,0,16
HIMACHAL PRADESH_KINNAUR,2001,0,1,0,0,0,0,0,0,0,0,1
HIMACHAL PRADESH_KINNAUR,2002,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_KINNAUR,2003,0,0,0,0,2,0,0,0,0,0,2
HIMACHAL PRADESH_KINNAUR,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_KINNAUR,2005,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_KINNAUR,2006,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_KINNAUR,2007,0,1,0,0,0,0,0,1,0,0,2
HIMACHAL PRADESH_KINNAUR,2008,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_KINNAUR,2009,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_KINNAUR,2010,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_KULLU,2001,0,1,0,0,0,0,0,0,0,0,1
HIMACHAL PRADESH_KULLU,2002,0,1,0,0,0,0,0,1,0,1,3
HIMACHAL PRADESH_KULLU,2003,1,1,0,0,0,0,0,1,0,1,4
HIMACHAL PRADESH_KULLU,2004,0,0,0,0,0,0,0,1,0,1,2
HIMACHAL PRADESH_KULLU,2005,0,1,0,0,0,0,0,1,0,1,3
HIMACHAL PRADESH_KULLU,2006,0,0,0,0,0,0,0,0,0,4,4
HIMACHAL PRADESH_KULLU,2007,0,0,0,0,0,0,0,14,0,0,14
HIMACHAL PRADESH_KULLU,2008,0,0,0,0,0,0,0,5,0,0,5
HIMACHAL PRADESH_KULLU,2009,1,0,0,0,0,0,0,9,0,0,10
HIMACHAL PRADESH_KULLU,2010,0,0,0,0,0,0,0,2,0,2,4
HIMACHAL PRADESH_LAHAUL-SPITI,2001,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2002,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2003,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2005,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2006,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2008,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2009,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_LAHAUL-SPITI,2010,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH_MANDI,2001,0,1,0,0,0,0,0,2,0,2,5
HIMACHAL PRADESH_MANDI,2002,0,1,0,0,0,0,0,1,0,6,8
HIMACHAL PRADESH_MANDI,2003,0,1,0,0,0,0,0,0,1,7,9
HIMACHAL PRADESH_MANDI,2004,0,1,0,0,0,0,0,1,0,2,4
HIMACHAL PRADESH_MANDI,2005,0,1,0,0,0,0,0,0,1,3,5
HIMACHAL PRADESH_MANDI,2006,0,0,0,0,0,0,0,1,0,3,4
HIMACHAL PRADESH_MANDI,2007,0,0,0,0,0,0,0,2,0,0,2
HIMACHAL PRADESH_MANDI,2008,0,1,0,0,0,0,0,2,0,0,3
HIMACHAL PRADESH_MANDI,2009,0,1,0,0,0,0,1,1,0,0,3
HIMACHAL PRADESH_MANDI,2010,0,0,0,0,0,0,1,4,0,7,12
HIMACHAL PRADESH_SHIMLA,2001,0,0,0,0,0,0,0,19,2,23,44
HIMACHAL PRADESH_SHIMLA,2002,0,2,0,0,0,0,0,6,2,1,11
HIMACHAL PRADESH_SHIMLA,2003,1,1,0,0,0,0,0,13,0,1,16
HIMACHAL PRADESH_SHIMLA,2004,0,3,0,0,0,0,0,6,1,0,10
HIMACHAL PRADESH_SHIMLA,2005,0,4,0,0,0,0,0,5,0,5,14
HIMACHAL PRADESH_SHIMLA,2006,0,5,0,0,0,0,0,9,0,9,23
HIMACHAL PRADESH_SHIMLA,2007,0,2,0,0,0,0,0,15,4,0,21
HIMACHAL PRADESH_SHIMLA,2008,0,1,0,0,0,0,0,9,1,7,18
HIMACHAL PRADESH_SHIMLA,2009,0,2,0,0,0,0,0,14,1,8,25
HIMACHAL PRADESH_SHIMLA,2010,0,2,0,0,0,0,0,10,1,0,13
HIMACHAL PRADESH_SIRMAUR,2001,0,0,0,0,0,0,0,1,2,3,6
HIMACHAL PRADESH_SIRMAUR,2002,0,2,0,0,0,0,0,3,0,2,7
HIMACHAL PRADESH_SIRMAUR,2003,0,2,0,1,0,0,0,2,0,2,7
HIMACHAL PRADESH_SIRMAUR,2004,1,0,0,0,0,0,0,2,0,0,3
HIMACHAL PRADESH_SIRMAUR,2005,0,0,0,0,0,0,0,3,0,0,3
HIMACHAL PRADESH_SIRMAUR,2006,0,0,0,0,0,0,0,0,0,3,3
HIMACHAL PRADESH_SIRMAUR,2007,0,0,0,0,0,0,0,3,0,0,3
HIMACHAL PRADESH_SIRMAUR,2008,0,0,0,0,0,0,0,0,2,4,6
HIMACHAL PRADESH_SIRMAUR,2009,0,1,0,0,0,0,0,7,0,8,16
HIMACHAL PRADESH_SIRMAUR,2010,0,2,0,0,0,0,1,3,0,2,8
