STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Total_Crimes
MADHYA PRADESH_INDORE RLY.,2003,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_INDORE RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_INDORE RLY.,2005,0,2,0,0,0,0,0,0,0,3,5
MADHYA PRADESH_INDORE RLY.,2006,0,1,0,0,0,0,0,0,0,1,2
MADHYA PRADESH_INDORE RLY.,2007,0,0,0,0,0,0,0,0,0,1,1
MADHYA PRADESH_INDORE RLY.,2008,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_INDORE RLY.,2009,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_INDORE RLY.,2010,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR,2001,2,8,0,0,0,0,8,0,0,20,38
MADHYA PRADESH_JABALPUR,2002,4,10,0,0,0,0,9,64,0,41,128
MADHYA PRADESH_JABALPUR,2003,3,10,1,0,0,0,8,47,0,25,94
MADHYA PRADESH_JABALPUR,2004,5,9,2,0,0,0,0,55,0,39,110
MADHYA PRADESH_JABALPUR,2005,2,8,1,0,0,0,7,46,0,29,93
MADHYA PRADESH_JABALPUR,2006,1,11,2,0,0,1,9,56,0,26,106
MADHYA PRADESH_JABALPUR,2007,3,5,0,0,1,0,22,57,0,7,95
MADHYA PRADESH_JABALPUR,2008,2,9,0,0,0,1,15,0,0,21,48
MADHYA PRADESH_JABALPUR,2009,7,11,1,0,0,0,11,0,0,22,52
MADHYA PRADESH_JABALPUR,2010,2,12,3,0,0,0,27,0,0,26,70
MADHYA PRADESH_JABALPUR RLY.,2001,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2002,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2003,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2005,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2006,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2008,1,0,0,0,0,0,0,0,0,1,2
MADHYA PRADESH_JABALPUR RLY.,2009,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JABALPUR RLY.,2010,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JHABUA,2001,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JHABUA,2002,0,1,0,0,0,0,1,0,0,7,9
MADHYA PRADESH_JHABUA,2003,0,0,0,0,0,0,0,0,0,5,5
MADHYA PRADESH_JHABUA,2004,1,0,0,0,0,0,3,0,0,2,6
MADHYA PRADESH_JHABUA,2005,0,0,0,0,0,0,1,0,0,3,4
MADHYA PRADESH_JHABUA,2006,0,0,0,0,0,0,0,0,0,3,3
MADHYA PRADESH_JHABUA,2007,0,0,0,0,0,0,2,0,0,0,2
MADHYA PRADESH_JHABUA,2008,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JHABUA,2009,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_JHABUA,2010,0,0,0,0,0,0,1,0,0,1,2
MADHYA PRADESH_KATNI,2001,0,3,0,0,0,0,1,0,0,1,5
MADHYA PRADESH_KATNI,2002,0,1,0,0,0,1,6,23,1,15,47
MADHYA PRADESH_KATNI,2003,0,5,0,0,0,0,1,23,0,17,46
MADHYA PRADESH_KATNI,2004,0,5,1,0,0,0,2,25,0,17,50
MADHYA PRADESH_KATNI,2005,1,4,0,0,0,0,3,22,0,14,44
MADHYA PRADESH_KATNI,2006,1,1,1,0,0,0,3,14,0,8,28
MADHYA PRADESH_KATNI,2007,1,6,0,0,0,0,2,26,0,17,52
MADHYA PRADESH_KATNI,2008,0,8,0,0,0,2,0,0,0,8,18
MADHYA PRADESH_KATNI,2009,1,4,1,0,0,0,4,0,0,10,20
MADHYA PRADESH_KATNI,2010,4,6,0,0,0,0,5,0,0,33,48
MADHYA PRADESH_KHANDWA,2001,4,1,0,0,0,0,136,0,0,60,201
MADHYA PRADESH_KHANDWA,2002,2,3,2,0,0,0,2,0,0,96,105
MADHYA PRADESH_KHANDWA,2003,0,2,1,0,0,0,0,0,0,64,67
MADHYA PRADESH_KHANDWA,2004,3,0,0,0,0,0,1,1,0,79,84
MADHYA PRADESH_KHANDWA,2005,2,0,0,0,0,0,0,0,0,64,66
MADHYA PRADESH_KHANDWA,2006,1,2,1,0,0,0,0,0,0,48,52
MADHYA PRADESH_KHANDWA,2007,0,1,0,0,0,0,3,0,0,36,40
MADHYA PRADESH_KHANDWA,2008,1,3,0,0,0,1,4,0,0,27,36
MADHYA PRADESH_KHANDWA,2009,2,4,1,0,0,1,1,0,0,21,30
MADHYA PRADESH_KHANDWA,2010,2,3,0,0,0,0,3,0,0,32,40
MADHYA PRADESH_KHARGON,2001,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_KHARGON,2002,0,2,0,0,0,0,1,0,0,7,10
MADHYA PRADESH_KHARGON,2003,1,2,0,0,0,0,0,0,0,12,15
MADHYA PRADESH_KHARGON,2004,2,4,0,0,0,1,63,0,0,35,105
MADHYA PRADESH_KHARGON,2005,1,1,0,0,0,0,26,0,0,35,63
MADHYA PRADESH_KHARGON,2006,0,5,2,0,0,0,3,0,0,8,18
MADHYA PRADESH_KHARGON,2007,0,3,0,0,0,1,4,0,0,7,15
MADHYA PRADESH_KHARGON,2008,1,3,0,0,0,1,0,0,0,11,16
MADHYA PRADESH_KHARGON,2009,3,1,0,0,0,1,4,0,0,13,22
MADHYA PRADESH_KHARGON,2010,0,5,0,0,0,0,6,0,0,13,24
MADHYA PRADESH_MANDLA,2001,1,1,0,0,0,0,6,20,0,0,28
MADHYA PRADESH_MANDLA,2002,0,1,0,0,0,2,10,0,0,0,13
MADHYA PRADESH_MANDLA,2003,0,1,0,0,0,1,21,0,0,5,28
MADHYA PRADESH_MANDLA,2004,0,1,0,0,0,0,7,0,0,5,13
MADHYA PRADESH_MANDLA,2005,0,2,0,0,0,0,3,0,0,6,11
MADHYA PRADESH_MANDLA,2006,0,0,0,0,0,0,4,0,0,3,7
MADHYA PRADESH_MANDLA,2007,0,2,0,0,0,0,2,0,0,5,9
MADHYA PRADESH_MANDLA,2008,1,1,0,0,0,0,5,0,0,4,11
MADHYA PRADESH_MANDLA,2009,0,0,0,0,0,0,4,0,0,2,6
MADHYA PRADESH_MANDLA,2010,0,3,0,0,0,0,4,0,0,6,13
MADHYA PRADESH_MANDSAUR,2001,1,1,0,0,0,0,16,0,0,89,107
MADHYA PRADESH_MANDSAUR,2002,0,6,2,0,0,2,10,12,0,175,207
MADHYA PRADESH_MANDSAUR,2003,2,7,2,0,0,1,8,5,0,140,165
MADHYA PRADESH_MANDSAUR,2004,0,3,0,0,0,0,18,0,0,115,136
MADHYA PRADESH_MANDSAUR,2005,5,9,3,0,0,3,11,0,0,94,125
MADHYA PRADESH_MANDSAUR,2006,1,11,0,0,0,1,12,0,0,106,131
MADHYA PRADESH_MANDSAUR,2007,2,4,3,0,1,5,5,0,0,97,117
MADHYA PRADESH_MANDSAUR,2008,2,6,2,0,0,1,4,0,0,64,79
MADHYA PRADESH_MANDSAUR,2009,2,9,4,0,0,1,8,0,0,71,95
MADHYA PRADESH_MANDSAUR,2010,2,6,6,0,0,0,3,0,0,64,81
MADHYA PRADESH_MORENA,2001,3,7,2,0,2,2,18,0,0,170,204
MADHYA PRADESH_MORENA,2002,6,12,1,0,1,5,32,0,0,261,318
MADHYA PRADESH_MORENA,2003,1,14,0,0,0,5,23,0,0,231,274
MADHYA PRADESH_MORENA,2004,5,11,2,0,0,0,12,0,0,199,229
MADHYA PRADESH_MORENA,2005,3,6,0,0,2,0,22,0,0,208,241
MADHYA PRADESH_MORENA,2006,4,5,0,0,0,0,18,0,0,154,181
MADHYA PRADESH_MORENA,2007,6,11,1,0,2,2,18,0,0,160,200
MADHYA PRADESH_MORENA,2008,4,4,0,0,2,2,18,0,0,150,180
MADHYA PRADESH_MORENA,2009,4,7,2,0,1,0,11,0,0,174,199
MADHYA PRADESH_MORENA,2010,4,5,1,0,1,0,19,0,0,170,200
MADHYA PRADESH_NARSINGHPUR,2001,0,11,0,0,0,1,13,0,0,52,77
MADHYA PRADESH_NARSINGHPUR,2002,3,14,0,0,0,7,34,0,1,53,112
MADHYA PRADESH_NARSINGHPUR,2003,2,7,0,0,0,0,31,0,0,35,75
MADHYA PRADESH_NARSINGHPUR,2004,0,6,0,0,0,1,32,0,0,25,64
MADHYA PRADESH_NARSINGHPUR,2005,1,9,0,0,0,1,41,0,0,48,100
MADHYA PRADESH_NARSINGHPUR,2006,2,11,0,0,0,3,11,0,1,18,46
MADHYA PRADESH_NARSINGHPUR,2007,1,4,1,0,0,1,26,0,0,32,65
MADHYA PRADESH_NARSINGHPUR,2008,1,8,0,0,0,1,34,0,0,12,56
MADHYA PRADESH_NARSINGHPUR,2009,1,4,1,0,0,1,31,0,0,15,53
MADHYA PRADESH_NARSINGHPUR,2010,1,7,2,0,0,0,41,0,0,18,69
MADHYA PRADESH_NEEMUCH,2001,0,2,0,0,0,0,0,0,0,9,11
MADHYA PRADESH_NEEMUCH,2002,0,1,2,0,0,0,1,1,0,28,33
MADHYA PRADESH_NEEMUCH,2003,0,3,0,0,0,0,0,0,0,31,34
MADHYA PRADESH_NEEMUCH,2004,1,2,0,0,0,0,2,0,0,17,22
MADHYA PRADESH_NEEMUCH,2005,2,2,0,0,0,0,0,0,0,16,20
MADHYA PRADESH_NEEMUCH,2006,1,1,0,0,0,0,0,0,0,15,17
MADHYA PRADESH_NEEMUCH,2007,1,4,1,0,0,0,2,0,0,22,30
MADHYA PRADESH_NEEMUCH,2008,1,1,0,0,0,0,4,0,0,14,20
MADHYA PRADESH_NEEMUCH,2009,0,3,2,0,0,0,2,0,0,15,22
MADHYA PRADESH_NEEMUCH,2010,1,2,1,0,0,0,3,0,0,27,34
MADHYA PRADESH_PANNA,2001,3,7,0,0,0,1,4,76,0,77,168
MADHYA PRADESH_PANNA,2002,1,3,0,0,0,0,4,0,0,75,83
MADHYA PRADESH_PANNA,2003,3,8,0,0,0,0,3,33,0,67,114
MADHYA PRADESH_PANNA,2004,1,8,0,0,1,1,1,27,0,43,82
MADHYA PRADESH_PANNA,2005,2,3,0,0,0,0,22,49,0,24,100
MADHYA PRADESH_PANNA,2006,3,7,1,0,1,1,3,44,0,28,88
MADHYA PRADESH_PANNA,2007,1,2,0,0,0,2,1,45,0,39,90
MADHYA PRADESH_PANNA,2008,2,7,0,0,0,0,2,0,0,32,43
MADHYA PRADESH_PANNA,2009,2,4,0,0,0,0,1,0,0,19,26
MADHYA PRADESH_PANNA,2010,0,4,0,0,0,0,1,0,0,36,41
MADHYA PRADESH_RAISEN,2001,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_RAISEN,2002,1,19,1,0,0,2,4,0,0,89,116
MADHYA PRADESH_RAISEN,2003,0,9,2,0,0,0,5,0,0,86,102
MADHYA PRADESH_RAISEN,2004,0,11,0,0,0,0,39,0,0,26,76
MADHYA PRADESH_RAISEN,2005,2,17,1,0,0,0,44,0,0,20,84
MADHYA PRADESH_RAISEN,2006,2,15,0,0,0,2,36,0,0,36,91
MADHYA PRADESH_RAISEN,2007,1,17,1,0,0,0,11,0,0,50,80
MADHYA PRADESH_RAISEN,2008,1,11,2,0,0,0,31,0,0,29,74
MADHYA PRADESH_RAISEN,2009,3,12,0,0,0,5,29,0,0,37,86
MADHYA PRADESH_RAISEN,2010,3,14,3,0,0,1,39,0,0,50,110
MADHYA PRADESH_RAJGARH,2001,3,20,2,0,0,3,19,26,0,197,270
MADHYA PRADESH_RAJGARH,2002,3,25,2,0,0,0,28,0,0,323,381
MADHYA PRADESH_RAJGARH,2003,1,17,0,0,0,1,7,0,0,174,200
MADHYA PRADESH_RAJGARH,2004,1,23,0,0,0,2,16,0,0,114,156
MADHYA PRADESH_RAJGARH,2005,0,14,0,0,0,0,28,0,0,35,77
MADHYA PRADESH_RAJGARH,2006,1,14,0,0,0,1,73,0,0,55,144
MADHYA PRADESH_RAJGARH,2007,1,13,0,0,0,1,61,0,0,61,137
MADHYA PRADESH_RAJGARH,2008,0,16,0,0,0,1,60,0,0,49,126
MADHYA PRADESH_RAJGARH,2009,1,15,3,0,0,1,64,0,0,48,132
MADHYA PRADESH_RAJGARH,2010,1,15,2,0,0,0,54,0,0,24,96
MADHYA PRADESH_RATLAM,2001,1,10,0,0,0,1,18,0,0,70,100
MADHYA PRADESH_RATLAM,2002,0,5,0,0,0,2,13,0,0,101,121
MADHYA PRADESH_RATLAM,2003,1,8,1,0,0,2,16,1,0,127,156
MADHYA PRADESH_RATLAM,2004,4,9,0,0,0,0,25,0,0,120,158
MADHYA PRADESH_RATLAM,2005,1,3,0,0,0,1,19,0,0,89,113
MADHYA PRADESH_RATLAM,2006,0,3,0,0,0,1,23,0,0,106,133
MADHYA PRADESH_RATLAM,2007,0,5,1,0,0,0,20,0,0,87,113
MADHYA PRADESH_RATLAM,2008,3,7,2,0,1,1,7,0,0,31,52
MADHYA PRADESH_RATLAM,2009,1,8,1,0,0,0,5,0,0,25,40
MADHYA PRADESH_RATLAM,2010,4,5,2,0,0,1,11,0,0,49,72
MADHYA PRADESH_REWA,2001,1,2,0,0,0,2,16,11,0,42,74
MADHYA PRADESH_REWA,2002,2,1,0,0,0,2,10,5,0,76,96
MADHYA PRADESH_REWA,2003,2,4,0,0,0,1,13,20,0,30,70
MADHYA PRADESH_REWA,2004,2,4,0,0,0,1,3,9,0,26,45
MADHYA PRADESH_REWA,2005,2,10,0,0,0,1,7,51,0,46,117
MADHYA PRADESH_REWA,2006,1,4,0,0,0,1,12,19,0,26,63
MADHYA PRADESH_REWA,2007,0,13,1,0,0,1,1,42,0,24,82
MADHYA PRADESH_REWA,2008,0,11,0,0,0,0,4,0,0,33,48
MADHYA PRADESH_REWA,2009,2,9,2,0,0,1,1,0,0,33,48
MADHYA PRADESH_REWA,2010,0,11,2,0,0,1,20,0,0,19,53
MADHYA PRADESH_SAGAR,2001,3,18,0,0,0,4,21,20,0,109,175
MADHYA PRADESH_SAGAR,2002,8,24,0,0,0,2,5,0,0,300,339
MADHYA PRADESH_SAGAR,2003,5,13,2,0,0,2,10,0,0,196,228
MADHYA PRADESH_SAGAR,2004,4,20,2,0,0,2,9,0,0,121,158
MADHYA PRADESH_SAGAR,2005,5,16,1,0,1,1,5,0,0,147,176
MADHYA PRADESH_SAGAR,2006,4,20,4,0,0,4,29,0,0,104,165
MADHYA PRADESH_SAGAR,2007,7,17,0,0,0,1,9,0,0,108,142
MADHYA PRADESH_SAGAR,2008,2,19,2,0,0,2,72,0,0,42,139
MADHYA PRADESH_SAGAR,2009,1,16,2,0,0,2,104,0,0,50,175
MADHYA PRADESH_SAGAR,2010,4,18,3,0,0,1,128,0,0,59,213
MADHYA PRADESH_SATNA,2001,4,8,0,0,1,4,24,0,0,115,156
MADHYA PRADESH_SATNA,2002,1,7,3,0,1,1,42,0,0,93,148
MADHYA PRADESH_SATNA,2003,0,14,2,0,1,2,33,0,0,108,160
MADHYA PRADESH_SATNA,2004,0,9,2,0,2,1,35,0,0,102,151
MADHYA PRADESH_SATNA,2005,3,11,0,0,1,2,36,1,0,124,178
MADHYA PRADESH_SATNA,2006,2,13,0,0,1,2,50,0,0,108,176
MADHYA PRADESH_SATNA,2007,2,13,2,0,3,2,49,0,0,77,148
MADHYA PRADESH_SATNA,2008,3,11,0,0,2,2,5,0,0,42,65
MADHYA PRADESH_SATNA,2009,2,17,0,0,0,2,21,0,0,57,99
MADHYA PRADESH_SATNA,2010,2,12,0,0,0,1,9,0,0,40,64
MADHYA PRADESH_SEONI,2001,0,1,0,0,0,0,7,11,0,22,41
MADHYA PRADESH_SEONI,2002,0,4,2,0,0,0,14,23,1,18,62
MADHYA PRADESH_SEONI,2003,0,5,0,0,0,0,12,18,0,13,48
MADHYA PRADESH_SEONI,2004,2,7,0,0,0,0,6,21,0,11,47
MADHYA PRADESH_SEONI,2005,1,2,0,0,0,0,1,19,0,15,38
MADHYA PRADESH_SEONI,2006,1,6,0,0,0,0,0,42,0,35,84
MADHYA PRADESH_SEONI,2007,0,5,1,0,0,0,0,23,0,17,46
MADHYA PRADESH_SEONI,2008,2,6,0,0,0,0,1,0,0,27,36
MADHYA PRADESH_SEONI,2009,1,3,2,0,0,0,10,0,0,30,46
MADHYA PRADESH_SEONI,2010,0,4,2,0,0,0,18,0,0,9,33
MADHYA PRADESH_SHAHDOL,2001,0,4,0,0,0,1,0,0,0,16,21
MADHYA PRADESH_SHAHDOL,2002,0,2,0,0,0,2,8,0,0,6,18
MADHYA PRADESH_SHAHDOL,2003,1,1,0,0,0,0,1,0,0,19,22
MADHYA PRADESH_SHAHDOL,2004,0,4,0,0,0,0,1,0,0,7,12
MADHYA PRADESH_SHAHDOL,2005,0,0,0,0,0,0,5,0,0,3,8
MADHYA PRADESH_SHAHDOL,2006,0,3,0,0,0,0,7,0,0,5,15
MADHYA PRADESH_SHAHDOL,2007,0,1,0,0,0,0,6,0,0,5,12
MADHYA PRADESH_SHAHDOL,2008,0,2,0,0,0,0,2,0,0,15,19
MADHYA PRADESH_SHAHDOL,2009,0,1,0,0,0,0,1,0,0,12,14
MADHYA PRADESH_SHAHDOL,2010,1,6,0,0,0,0,2,0,0,8,17
MADHYA PRADESH_SHAJAPUR,2001,0,18,1,0,0,2,25,0,0,163,209
MADHYA PRADESH_SHAJAPUR,2002,3,26,1,0,0,0,14,0,0,301,345
MADHYA PRADESH_SHAJAPUR,2003,1,18,0,0,0,0,16,4,0,178,217
MADHYA PRADESH_SHAJAPUR,2004,2,17,2,0,0,1,5,1,0,169,197
MADHYA PRADESH_SHAJAPUR,2005,1,19,0,0,0,2,27,1,1,145,196
MADHYA PRADESH_SHAJAPUR,2006,1,17,1,0,0,0,20,0,0,111,150
MADHYA PRADESH_SHAJAPUR,2007,2,12,0,0,0,1,11,2,0,159,187
MADHYA PRADESH_SHAJAPUR,2008,0,22,1,0,0,0,4,0,0,74,101
MADHYA PRADESH_SHAJAPUR,2009,1,20,2,0,0,0,6,0,0,52,81
MADHYA PRADESH_SHAJAPUR,2010,4,13,3,0,0,1,2,4,0,36,63
MADHYA PRADESH_SHEOPUR,2001,1,3,0,0,0,0,8,0,0,21,33
MADHYA PRADESH_SHEOPUR,2002,2,5,1,0,1,0,21,0,0,40,70
MADHYA PRADESH_SHEOPUR,2003,2,2,0,0,0,0,7,57,0,54,122
MADHYA PRADESH_SHEOPUR,2004,0,4,0,0,0,0,7,50,0,38,99
MADHYA PRADESH_SHEOPUR,2005,0,1,0,0,0,0,46,0,0,14,61
MADHYA PRADESH_SHEOPUR,2006,1,7,0,0,0,0,5,0,0,64,77
MADHYA PRADESH_SHEOPUR,2007,0,2,0,0,0,0,5,0,0,32,39
MADHYA PRADESH_SHEOPUR,2008,0,1,0,0,0,0,6,0,0,36,43
MADHYA PRADESH_SHEOPUR,2009,2,3,0,0,0,0,14,0,0,0,19
MADHYA PRADESH_SHEOPUR,2010,1,2,1,0,0,0,19,0,0,26,49
MADHYA PRADESH_SHIVPURI,2001,2,7,1,0,1,5,1,0,1,112,130
MADHYA PRADESH_SHIVPURI,2002,4,19,1,0,0,6,14,6,0,261,311
MADHYA PRADESH_SHIVPURI,2003,10,14,1,0,0,4,15,0,0,195,239
MADHYA PRADESH_SHIVPURI,2004,7,16,3,3,1,3,17,0,0,98,148
MADHYA PRADESH_SHIVPURI,2005,6,7,0,0,0,1,8,0,0,71,93
MADHYA PRADESH_SHIVPURI,2006,4,12,0,0,0,6,12,0,0,113,147
MADHYA PRADESH_SHIVPURI,2007,1,15,2,0,0,1,15,0,0,96,130
MADHYA PRADESH_SHIVPURI,2008,4,9,0,0,0,1,10,0,0,95,119
MADHYA PRADESH_SHIVPURI,2009,6,6,1,0,0,1,13,0,0,37,64
MADHYA PRADESH_SHIVPURI,2010,9,8,1,0,0,2,16,0,0,43,79
MADHYA PRADESH_SIDHI,2001,1,6,2,0,0,0,3,11,0,14,37
MADHYA PRADESH_SIDHI,2002,0,8,1,0,0,0,0,27,0,18,54
MADHYA PRADESH_SIDHI,2003,2,5,2,0,0,0,6,14,0,10,39
MADHYA PRADESH_SIDHI,2004,1,5,3,0,0,0,2,18,0,18,47
MADHYA PRADESH_SIDHI,2005,1,7,3,0,0,1,2,27,0,13,54
MADHYA PRADESH_SIDHI,2006,2,6,2,0,0,0,1,33,0,22,66
MADHYA PRADESH_SIDHI,2007,1,7,1,0,0,1,2,23,0,11,46
MADHYA PRADESH_SIDHI,2008,0,6,0,0,0,0,0,0,0,4,10
MADHYA PRADESH_SIDHI,2009,0,4,0,0,0,1,0,0,0,9,14
MADHYA PRADESH_SIDHI,2010,1,1,3,0,0,1,2,0,0,10,18
MADHYA PRADESH_SIHORE,2001,1,12,3,0,0,1,21,0,0,78,116
MADHYA PRADESH_SIHORE,2002,0,16,1,0,0,0,149,0,0,100,266
MADHYA PRADESH_SIHORE,2003,3,16,1,0,0,1,20,0,0,98,139
MADHYA PRADESH_SIHORE,2004,1,12,0,0,0,0,8,1,0,60,82
MADHYA PRADESH_SIHORE,2005,2,14,1,0,0,1,11,0,0,77,106
MADHYA PRADESH_SIHORE,2006,1,8,2,0,0,0,17,0,0,110,138
MADHYA PRADESH_SIHORE,2007,2,5,1,0,0,0,20,0,0,87,115
MADHYA PRADESH_SIHORE,2008,3,10,0,0,0,1,8,0,0,34,56
MADHYA PRADESH_SIHORE,2009,3,11,0,0,0,0,7,0,0,44,65
MADHYA PRADESH_SIHORE,2010,2,18,3,0,0,1,19,0,0,72,115
MADHYA PRADESH_SINGRAULI,2001,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_SINGRAULI,2002,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_SINGRAULI,2003,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_SINGRAULI,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_SINGRAULI,2005,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_SINGRAULI,2006,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_SINGRAULI,2007,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH_SINGRAULI,2008,0,6,0,0,0,1,0,0,0,3,10
MADHYA PRADESH_SINGRAULI,2009,1,4,1,0,0,0,2,0,0,5,13
MADHYA PRADESH_SINGRAULI,2010,0,2,1,0,0,0,1,0,0,6,10
MADHYA PRADESH_TIKAMGARH,2001,4,17,1,0,0,4,12,28,0,50,116
MADHYA PRADESH_TIKAMGARH,2002,2,9,1,0,1,1,86,0,0,49,149
MADHYA PRADESH_TIKAMGARH,2003,1,7,0,0,1,0,77,0,0,35,121
MADHYA PRADESH_TIKAMGARH,2004,3,6,1,0,0,2,13,0,0,18,43
MADHYA PRADESH_TIKAMGARH,2005,2,6,1,0,0,2,17,0,0,15,43
MADHYA PRADESH_TIKAMGARH,2006,0,7,2,0,1,0,11,1,0,26,48
MADHYA PRADESH_TIKAMGARH,2007,3,8,1,0,0,2,36,0,0,22,72
MADHYA PRADESH_TIKAMGARH,2008,1,5,2,1,1,1,10,0,0,39,60
MADHYA PRADESH_TIKAMGARH,2009,3,8,1,0,0,1,5,0,0,33,51
MADHYA PRADESH_TIKAMGARH,2010,1,7,0,0,0,2,3,0,0,37,50
MADHYA PRADESH_UJJAIN,2001,6,16,6,0,1,3,21,26,0,217,296
MADHYA PRADESH_UJJAIN,2002,2,16,8,0,6,4,55,4,0,286,381
MADHYA PRADESH_UJJAIN,2003,4,11,8,0,0,2,6,2,0,258,291
MADHYA PRADESH_UJJAIN,2004,4,17,5,0,3,3,46,0,0,428,506
MADHYA PRADESH_UJJAIN,2005,5,25,1,0,1,4,53,0,0,384,473
MADHYA PRADESH_UJJAIN,2006,2,15,5,0,0,0,41,0,0,358,421
MADHYA PRADESH_UJJAIN,2007,4,11,3,0,2,0,38,0,0,325,383
MADHYA PRADESH_UJJAIN,2008,3,15,0,0,0,1,6,0,0,128,153
MADHYA PRADESH_UJJAIN,2009,1,8,5,0,0,0,3,0,0,119,136
MADHYA PRADESH_UJJAIN,2010,3,8,3,0,0,2,3,0,0,117,136
MADHYA PRADESH_UMARIYA,2001,0,0,0,0,0,0,0,0,0,1,1
MADHYA PRADESH_UMARIYA,2002,0,3,0,0,0,0,1,6,0,2,12
MADHYA PRADESH_UMARIYA,2003,0,0,0,0,0,0,0,1,0,1,2
MADHYA PRADESH_UMARIYA,2004,0,0,0,0,0,0,0,4,0,4,8
MADHYA PRADESH_UMARIYA,2005,1,1,0,0,0,0,0,6,0,4,12
MADHYA PRADESH_UMARIYA,2006,3,4,0,0,0,1,3,0,0,15,26
MADHYA PRADESH_UMARIYA,2007,0,2,0,0,0,1,12,0,0,7,22
MADHYA PRADESH_UMARIYA,2008,1,8,0,0,0,0,4,0,0,5,18
MADHYA PRADESH_UMARIYA,2009,0,0,0,0,0,1,3,0,0,3,7
MADHYA PRADESH_UMARIYA,2010,0,0,0,0,0,0,11,0,0,10,21
MADHYA PRADESH_VIDISHA,2001,6,20,1,0,0,5,20,0,0,159,211
MADHYA PRADESH_VIDISHA,2002,2,24,0,0,0,3,16,0,1,212,258
MADHYA PRADESH_VIDISHA,2003,3,26,2,0,0,0,49,0,0,77,157
MADHYA PRADESH_VIDISHA,2004,5,17,0,0,0,0,28,0,0,32,82
MADHYA PRADESH_VIDISHA,2005,3,21,1,0,0,2,51,0,0,46,124
MADHYA PRADESH_VIDISHA,2006,5,13,1,0,0,1,60,1,0,37,118
MADHYA PRADESH_VIDISHA,2007,8,26,1,0,0,1,27,0,0,50,113
MADHYA PRADESH_VIDISHA,2008,2,10,2,0,0,2,40,0,0,49,105
MADHYA PRADESH_VIDISHA,2009,5,16,1,0,0,2,12,0,0,116,152
MADHYA PRADESH_VIDISHA,2010,4,17,4,0,0,3,21,0,0,132,181
MAHARASHTRA_AHMEDNAGAR,2001,0,3,0,0,0,3,0,0,2,14,22
MAHARASHTRA_AHMEDNAGAR,2002,0,2,0,0,0,0,2,0,2,7,13
MAHARASHTRA_AHMEDNAGAR,2003,1,1,1,0,0,0,0,4,2,5,14
MAHARASHTRA_AHMEDNAGAR,2004,0,1,0,0,0,0,1,2,1,8,13
MAHARASHTRA_AHMEDNAGAR,2005,0,3,0,0,0,1,1,6,0,14,25
MAHARASHTRA_AHMEDNAGAR,2006,1,3,1,0,1,1,3,11,0,23,44
MAHARASHTRA_AHMEDNAGAR,2007,1,2,1,0,0,1,4,17,2,21,49
MAHARASHTRA_AHMEDNAGAR,2008,2,3,1,0,1,2,5,13,3,24,54
MAHARASHTRA_AHMEDNAGAR,2009,3,0,0,1,0,2,6,12,1,21,46
MAHARASHTRA_AHMEDNAGAR,2010,2,4,1,0,1,0,2,16,0,14,40
MAHARASHTRA_AKOLA,2001,0,0,0,0,0,0,0,3,3,3,9
MAHARASHTRA_AKOLA,2002,0,1,0,0,0,0,1,6,0,6,14
MAHARASHTRA_AKOLA,2003,0,5,0,0,0,0,1,6,2,7,21
MAHARASHTRA_AKOLA,2004,0,5,1,0,1,0,0,6,0,8,21
MAHARASHTRA_AKOLA,2005,0,0,0,0,0,0,1,1,0,9,11
