STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against STs,Total_Crimes
MADHYA PRADESH_SATNA,2001,0,5,0.0,0,1,1,1,0,0,37,45.0
MADHYA PRADESH_SATNA,2002,2,9,0.0,0,1,0,14,0,0,22,48.0
MADHYA PRADESH_SATNA,2003,0,5,0.0,0,0,1,8,0,0,33,47.0
MADHYA PRADESH_SATNA,2004,1,8,0.0,0,0,1,10,0,0,38,58.0
MADHYA PRADESH_SATNA,2005,3,2,0.0,0,1,2,9,0,0,39,56.0
MADHYA PRADESH_SATNA,2006,1,4,0.0,0,0,2,6,0,0,41,54.0
MADHYA PRADESH_SATNA,2007,1,5,0.0,0,1,0,12,0,0,43,62.0
MADHYA PRADESH_SATNA,2008,1,12,0.0,0,0,1,2,0,0,22,38.0
MADHYA PRADESH_SATNA,2009,2,8,0.0,0,0,0,5,0,0,28,43.0
MADHYA PRADESH_SATNA,2010,4,10,0.0,0,0,0,4,0,0,22,40.0
MADHYA PRADESH_SEONI,2001,0,12,0.0,0,0,0,5,10,0,37,64.0
MADHYA PRADESH_SEONI,2002,2,11,0.0,0,0,0,14,38,0,24,89.0
MADHYA PRADESH_SEONI,2003,1,8,0.0,0,0,0,8,30,0,21,68.0
MADHYA PRADESH_SEONI,2004,1,9,0.0,0,0,0,8,35,0,27,80.0
MADHYA PRADESH_SEONI,2005,1,5,0.0,0,0,0,5,42,0,31,84.0
MADHYA PRADESH_SEONI,2006,2,7,0.0,0,0,0,1,49,0,38,97.0
MADHYA PRADESH_SEONI,2007,0,7,0.0,0,0,0,0,39,0,39,85.0
MADHYA PRADESH_SEONI,2008,2,6,0.0,0,0,0,3,0,0,35,46.0
MADHYA PRADESH_SEONI,2009,2,10,0.0,0,0,0,2,0,0,33,47.0
MADHYA PRADESH_SEONI,2010,2,12,0.0,0,0,0,23,0,0,24,61.0
MADHYA PRADESH_SHAHDOL,2001,0,9,0.0,0,0,0,0,0,0,33,42.0
MADHYA PRADESH_SHAHDOL,2002,2,22,0.0,0,1,0,22,0,0,16,63.0
MADHYA PRADESH_SHAHDOL,2003,1,15,0.0,0,0,1,1,0,0,44,62.0
MADHYA PRADESH_SHAHDOL,2004,1,9,0.0,0,0,0,8,0,0,18,36.0
MADHYA PRADESH_SHAHDOL,2005,1,9,0.0,0,0,0,6,1,0,14,31.0
MADHYA PRADESH_SHAHDOL,2006,0,10,0.0,0,0,0,7,0,0,13,30.0
MADHYA PRADESH_SHAHDOL,2007,2,5,0.0,0,0,1,12,0,0,7,27.0
MADHYA PRADESH_SHAHDOL,2008,2,8,0.0,0,0,2,4,0,0,29,45.0
MADHYA PRADESH_SHAHDOL,2009,3,3,0.0,0,1,0,1,0,0,17,25.0
MADHYA PRADESH_SHAHDOL,2010,2,5,0.0,0,0,1,5,0,0,23,36.0
MADHYA PRADESH_SHAJAPUR,2001,0,2,0.0,0,0,0,2,0,0,7,11.0
MADHYA PRADESH_SHAJAPUR,2002,1,3,0.0,0,0,0,4,0,0,14,22.0
MADHYA PRADESH_SHAJAPUR,2003,0,0,0.0,0,0,0,1,0,0,7,8.0
MADHYA PRADESH_SHAJAPUR,2004,0,1,0.0,0,0,1,0,0,0,15,17.0
MADHYA PRADESH_SHAJAPUR,2005,0,1,0.0,0,0,0,1,0,0,10,12.0
MADHYA PRADESH_SHAJAPUR,2006,0,2,0.0,0,0,0,2,0,0,10,14.0
MADHYA PRADESH_SHAJAPUR,2007,0,5,0.0,0,0,0,1,0,0,14,20.0
MADHYA PRADESH_SHAJAPUR,2008,0,1,0.0,0,0,0,0,0,0,6,7.0
MADHYA PRADESH_SHAJAPUR,2009,0,3,0.0,0,0,0,0,0,0,10,13.0
MADHYA PRADESH_SHAJAPUR,2010,1,0,0.0,0,0,0,0,2,0,2,5.0
MADHYA PRADESH_SHEOPUR,2001,1,3,0.0,0,0,0,2,0,0,9,15.0
MADHYA PRADESH_SHEOPUR,2002,0,5,0.0,0,0,0,5,0,0,22,32.0
MADHYA PRADESH_SHEOPUR,2003,1,2,0.0,0,0,0,2,25,0,12,42.0
MADHYA PRADESH_SHEOPUR,2004,1,4,0.0,0,0,0,3,19,0,11,38.0
MADHYA PRADESH_SHEOPUR,2005,1,2,0.0,0,0,0,13,0,0,3,19.0
MADHYA PRADESH_SHEOPUR,2006,0,3,0.0,0,0,0,1,0,0,14,18.0
MADHYA PRADESH_SHEOPUR,2007,0,1,0.0,0,0,0,2,0,0,13,16.0
MADHYA PRADESH_SHEOPUR,2008,0,3,0.0,0,0,0,7,0,0,13,23.0
MADHYA PRADESH_SHEOPUR,2009,1,2,0.0,0,0,0,11,0,0,0,14.0
MADHYA PRADESH_SHEOPUR,2010,0,2,0.0,0,0,0,11,0,0,11,24.0
MADHYA PRADESH_SHIVPURI,2001,2,11,0.0,0,0,0,0,0,1,22,36.0
MADHYA PRADESH_SHIVPURI,2002,2,13,0.0,0,0,2,0,0,0,58,75.0
MADHYA PRADESH_SHIVPURI,2003,1,14,0.0,0,0,1,0,0,0,50,66.0
MADHYA PRADESH_SHIVPURI,2004,3,2,0.0,0,0,1,1,0,0,26,33.0
MADHYA PRADESH_SHIVPURI,2005,1,7,0.0,0,0,1,5,0,0,13,27.0
MADHYA PRADESH_SHIVPURI,2006,0,7,0.0,0,0,3,2,0,0,33,45.0
MADHYA PRADESH_SHIVPURI,2007,2,7,0.0,0,0,0,5,0,0,28,42.0
MADHYA PRADESH_SHIVPURI,2008,1,6,0.0,0,0,3,2,0,0,16,28.0
MADHYA PRADESH_SHIVPURI,2009,0,7,0.0,0,0,0,3,0,0,15,25.0
MADHYA PRADESH_SHIVPURI,2010,1,5,0.0,0,0,2,4,0,0,11,23.0
MADHYA PRADESH_SIDHI,2001,0,3,0.0,0,0,0,1,18,0,8,30.0
MADHYA PRADESH_SIDHI,2002,4,5,0.0,0,0,1,0,29,0,19,58.0
MADHYA PRADESH_SIDHI,2003,3,6,0.0,0,0,0,3,20,0,18,50.0
MADHYA PRADESH_SIDHI,2004,1,5,0.0,0,0,0,0,19,0,19,44.0
MADHYA PRADESH_SIDHI,2005,0,12,0.0,0,0,1,4,31,0,9,57.0
MADHYA PRADESH_SIDHI,2006,1,15,0.0,0,0,0,3,45,0,25,89.0
MADHYA PRADESH_SIDHI,2007,4,14,0.0,0,0,0,1,45,0,25,89.0
MADHYA PRADESH_SIDHI,2008,1,7,0.0,0,0,0,0,0,0,8,16.0
MADHYA PRADESH_SIDHI,2009,0,7,0.0,0,0,0,1,0,0,4,12.0
MADHYA PRADESH_SIDHI,2010,1,9,0.0,0,0,0,1,0,0,22,33.0
MADHYA PRADESH_SIHORE,2001,1,6,0.0,0,0,0,0,0,0,15,22.0
MADHYA PRADESH_SIHORE,2002,0,5,0.0,0,0,0,20,0,0,15,40.0
MADHYA PRADESH_SIHORE,2003,1,9,0.0,0,0,0,4,0,0,11,25.0
MADHYA PRADESH_SIHORE,2004,1,3,0.0,0,0,0,0,0,0,13,17.0
MADHYA PRADESH_SIHORE,2005,1,7,0.0,0,0,0,0,0,0,14,22.0
MADHYA PRADESH_SIHORE,2006,1,8,0.0,0,0,0,3,0,0,14,26.0
MADHYA PRADESH_SIHORE,2007,0,1,0.0,0,0,0,1,0,0,7,9.0
MADHYA PRADESH_SIHORE,2008,0,5,0.0,0,0,0,0,0,0,6,11.0
MADHYA PRADESH_SIHORE,2009,0,3,0.0,0,0,0,1,0,0,15,19.0
MADHYA PRADESH_SIHORE,2010,0,3,0.0,0,0,0,3,0,0,12,18.0
MADHYA PRADESH_SINGRAULI,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
MADHYA PRADESH_SINGRAULI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
MADHYA PRADESH_SINGRAULI,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
MADHYA PRADESH_SINGRAULI,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
MADHYA PRADESH_SINGRAULI,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
MADHYA PRADESH_SINGRAULI,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
MADHYA PRADESH_SINGRAULI,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
MADHYA PRADESH_SINGRAULI,2008,0,2,0.0,0,0,0,0,0,0,5,7.0
MADHYA PRADESH_SINGRAULI,2009,1,5,0.0,0,0,0,0,0,0,12,18.0
MADHYA PRADESH_SINGRAULI,2010,1,6,0.0,0,0,0,0,0,0,11,18.0
MADHYA PRADESH_TIKAMGARH,2001,2,3,0.0,0,0,0,9,21,0,6,41.0
MADHYA PRADESH_TIKAMGARH,2002,1,3,0.0,0,0,1,7,0,0,5,17.0
MADHYA PRADESH_TIKAMGARH,2003,0,5,0.0,0,0,0,8,0,0,6,19.0
MADHYA PRADESH_TIKAMGARH,2004,1,1,0.0,0,0,0,0,0,0,7,9.0
MADHYA PRADESH_TIKAMGARH,2005,1,7,0.0,0,0,0,1,0,0,1,10.0
MADHYA PRADESH_TIKAMGARH,2006,1,2,0.0,0,0,0,0,0,0,2,5.0
MADHYA PRADESH_TIKAMGARH,2007,0,3,0.0,0,0,0,6,0,0,9,18.0
MADHYA PRADESH_TIKAMGARH,2008,0,3,0.0,0,0,0,1,0,0,6,10.0
MADHYA PRADESH_TIKAMGARH,2009,0,3,0.0,0,0,0,0,0,0,7,10.0
MADHYA PRADESH_TIKAMGARH,2010,1,3,0.0,0,0,1,0,0,0,3,8.0
MADHYA PRADESH_UJJAIN,2001,0,1,0.0,0,0,0,3,3,0,7,14.0
MADHYA PRADESH_UJJAIN,2002,3,6,0.0,0,1,0,5,0,0,24,39.0
MADHYA PRADESH_UJJAIN,2003,0,2,0.0,0,0,0,1,0,0,12,15.0
MADHYA PRADESH_UJJAIN,2004,0,2,0.0,0,0,0,4,0,0,16,22.0
MADHYA PRADESH_UJJAIN,2005,0,3,0.0,0,0,0,2,0,0,18,23.0
MADHYA PRADESH_UJJAIN,2006,0,3,0.0,0,0,0,2,0,0,11,16.0
MADHYA PRADESH_UJJAIN,2007,0,3,0.0,0,0,0,5,0,0,14,22.0
MADHYA PRADESH_UJJAIN,2008,1,2,0.0,0,0,0,0,0,0,4,7.0
MADHYA PRADESH_UJJAIN,2009,1,3,0.0,0,0,0,0,0,0,3,7.0
MADHYA PRADESH_UJJAIN,2010,0,3,0.0,0,0,0,1,0,0,3,7.0
MADHYA PRADESH_UMARIYA,2001,0,3,0.0,0,0,1,0,0,0,5,9.0
MADHYA PRADESH_UMARIYA,2002,0,4,0.0,0,0,0,2,10,0,3,19.0
MADHYA PRADESH_UMARIYA,2003,1,3,0.0,0,0,0,0,12,0,8,24.0
MADHYA PRADESH_UMARIYA,2004,2,5,0.0,0,0,1,0,15,0,15,38.0
MADHYA PRADESH_UMARIYA,2005,0,4,0.0,0,0,0,0,13,0,9,26.0
MADHYA PRADESH_UMARIYA,2006,2,2,0.0,0,0,0,1,0,0,12,17.0
MADHYA PRADESH_UMARIYA,2007,1,4,0.0,0,0,0,4,0,0,8,17.0
MADHYA PRADESH_UMARIYA,2008,1,1,0.0,0,0,1,13,0,0,7,23.0
MADHYA PRADESH_UMARIYA,2009,3,5,0.0,0,0,0,11,0,0,6,25.0
MADHYA PRADESH_UMARIYA,2010,0,7,0.0,0,0,0,16,0,0,50,73.0
MADHYA PRADESH_VIDISHA,2001,0,8,0.0,0,0,1,0,0,0,10,19.0
MADHYA PRADESH_VIDISHA,2002,0,8,0.0,0,0,0,0,0,0,20,28.0
MADHYA PRADESH_VIDISHA,2003,0,2,0.0,0,0,0,1,0,0,4,7.0
MADHYA PRADESH_VIDISHA,2004,1,7,0.0,0,0,2,2,0,0,4,16.0
MADHYA PRADESH_VIDISHA,2005,1,4,0.0,0,0,2,1,0,0,5,13.0
MADHYA PRADESH_VIDISHA,2006,0,4,0.0,0,0,0,3,0,0,6,13.0
MADHYA PRADESH_VIDISHA,2007,1,4,0.0,0,0,0,5,0,0,8,18.0
MADHYA PRADESH_VIDISHA,2008,0,4,0.0,0,0,0,3,0,0,5,12.0
MADHYA PRADESH_VIDISHA,2009,0,3,0.0,0,0,0,1,0,0,11,15.0
MADHYA PRADESH_VIDISHA,2010,0,4,0.0,0,0,1,4,0,0,16,25.0
MAHARASHTRA_AHMEDNAGAR,2001,1,4,0.0,0,0,0,0,0,0,2,7.0
MAHARASHTRA_AHMEDNAGAR,2002,0,1,0.0,0,0,0,0,0,0,3,4.0
MAHARASHTRA_AHMEDNAGAR,2003,0,2,0.0,0,0,0,0,2,0,2,6.0
MAHARASHTRA_AHMEDNAGAR,2004,0,2,0.0,0,0,2,0,0,0,2,6.0
MAHARASHTRA_AHMEDNAGAR,2005,0,2,0.0,0,0,0,1,0,0,2,5.0
MAHARASHTRA_AHMEDNAGAR,2006,1,3,0.0,0,0,3,1,1,0,1,10.0
MAHARASHTRA_AHMEDNAGAR,2007,1,4,0.0,0,0,0,0,2,0,8,15.0
MAHARASHTRA_AHMEDNAGAR,2008,0,3,0.0,0,0,3,1,2,0,8,17.0
MAHARASHTRA_AHMEDNAGAR,2009,1,1,0.0,0,0,1,0,2,0,8,13.0
MAHARASHTRA_AHMEDNAGAR,2010,1,2,0.0,0,0,1,0,2,0,0,6.0
MAHARASHTRA_AKOLA,2001,0,0,0.0,0,0,1,0,0,0,2,3.0
MAHARASHTRA_AKOLA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_AKOLA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_AKOLA,2004,0,0,0.0,0,0,0,0,0,0,2,2.0
MAHARASHTRA_AKOLA,2005,0,0,0.0,0,0,0,0,0,0,2,2.0
MAHARASHTRA_AKOLA,2006,0,2,0.0,0,0,0,0,0,0,1,3.0
MAHARASHTRA_AKOLA,2007,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_AKOLA,2008,0,0,0.0,0,0,0,1,0,0,0,1.0
MAHARASHTRA_AKOLA,2009,0,0,0.0,0,0,0,0,2,0,2,4.0
MAHARASHTRA_AKOLA,2010,0,1,0.0,0,0,0,0,1,0,4,6.0
MAHARASHTRA_AMRAVATI,2001,0,3,0.0,0,0,0,0,0,0,8,11.0
MAHARASHTRA_AMRAVATI,2002,0,6,0.0,0,0,0,1,2,0,11,20.0
MAHARASHTRA_AMRAVATI,2003,0,1,0.0,0,0,0,0,1,0,11,13.0
MAHARASHTRA_AMRAVATI,2004,2,0,0.0,0,0,0,1,2,0,6,11.0
MAHARASHTRA_AMRAVATI,2005,0,7,0.0,0,1,0,0,1,0,2,11.0
MAHARASHTRA_AMRAVATI,2006,0,1,0.0,0,0,0,0,3,0,4,8.0
MAHARASHTRA_AMRAVATI,2007,0,3,0.0,0,0,0,0,0,0,1,4.0
MAHARASHTRA_AMRAVATI,2008,2,8,0.0,0,0,0,3,4,0,4,21.0
MAHARASHTRA_AMRAVATI,2009,0,6,0.0,0,0,1,0,2,0,5,14.0
MAHARASHTRA_AMRAVATI,2010,0,0,0.0,0,0,0,0,2,0,10,12.0
MAHARASHTRA_AURANGABAD,2001,0,1,0.0,0,0,0,0,0,0,0,1.0
MAHARASHTRA_AURANGABAD,2002,0,0,0.0,0,0,1,0,1,0,0,2.0
MAHARASHTRA_AURANGABAD,2003,0,0,0.0,0,0,1,0,0,0,2,3.0
MAHARASHTRA_AURANGABAD,2004,0,2,0.0,0,1,1,0,0,0,2,6.0
MAHARASHTRA_AURANGABAD,2005,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_AURANGABAD,2006,0,1,0.0,0,0,1,1,1,0,2,6.0
MAHARASHTRA_AURANGABAD,2007,1,1,0.0,0,0,0,0,2,0,6,10.0
MAHARASHTRA_AURANGABAD,2008,0,1,0.0,0,0,1,1,0,0,1,4.0
MAHARASHTRA_AURANGABAD,2009,0,0,0.0,0,0,0,0,1,0,5,6.0
MAHARASHTRA_AURANGABAD,2010,0,1,0.0,0,0,0,0,1,0,4,6.0
MAHARASHTRA_BEED,2001,0,0,0.0,0,0,1,0,0,0,0,1.0
MAHARASHTRA_BEED,2002,0,0,0.0,0,0,0,1,0,0,0,1.0
MAHARASHTRA_BEED,2003,0,1,0.0,0,0,0,0,0,0,0,1.0
MAHARASHTRA_BEED,2004,0,0,0.0,0,0,1,0,0,0,0,1.0
MAHARASHTRA_BEED,2005,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_BEED,2006,2,0,0.0,0,0,0,0,0,0,0,2.0
MAHARASHTRA_BEED,2007,1,0,0.0,0,0,0,1,0,0,3,5.0
MAHARASHTRA_BEED,2008,0,0,0.0,0,0,0,1,0,0,5,6.0
MAHARASHTRA_BEED,2009,0,0,0.0,0,0,0,0,1,0,5,6.0
MAHARASHTRA_BEED,2010,0,0,0.0,0,0,1,0,0,0,5,6.0
MAHARASHTRA_BHANDARA,2001,0,1,0.0,0,0,0,0,0,0,0,1.0
MAHARASHTRA_BHANDARA,2002,0,1,0.0,0,0,0,0,1,0,5,7.0
MAHARASHTRA_BHANDARA,2003,0,0,0.0,0,0,0,0,0,0,2,2.0
MAHARASHTRA_BHANDARA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_BHANDARA,2005,0,0,0.0,0,0,0,0,1,0,2,3.0
MAHARASHTRA_BHANDARA,2006,0,2,0.0,0,0,0,0,0,0,2,4.0
MAHARASHTRA_BHANDARA,2007,1,0,0.0,0,0,0,0,1,0,2,4.0
MAHARASHTRA_BHANDARA,2008,0,1,0.0,0,0,0,0,2,0,6,9.0
MAHARASHTRA_BHANDARA,2009,0,0,0.0,0,0,0,0,0,0,4,4.0
MAHARASHTRA_BHANDARA,2010,0,2,0.0,0,0,0,0,0,0,1,3.0
MAHARASHTRA_BULDHANA,2001,0,2,0.0,0,0,0,0,4,0,0,6.0
MAHARASHTRA_BULDHANA,2002,0,0,0.0,0,0,0,0,0,0,2,2.0
MAHARASHTRA_BULDHANA,2003,1,0,0.0,0,0,0,0,0,0,5,6.0
MAHARASHTRA_BULDHANA,2004,0,4,0.0,0,0,0,0,0,0,6,10.0
MAHARASHTRA_BULDHANA,2005,0,1,0.0,0,0,0,0,0,0,1,2.0
MAHARASHTRA_BULDHANA,2006,0,1,0.0,0,0,0,0,1,0,1,3.0
MAHARASHTRA_BULDHANA,2007,0,1,0.0,0,1,0,0,0,0,6,8.0
MAHARASHTRA_BULDHANA,2008,0,0,0.0,0,0,0,0,1,0,4,5.0
MAHARASHTRA_BULDHANA,2009,2,1,0.0,0,0,0,0,0,0,2,5.0
MAHARASHTRA_BULDHANA,2010,0,3,0.0,0,0,0,0,0,0,2,5.0
MAHARASHTRA_CHANDRAPUR,2001,0,6,0.0,0,0,0,0,0,0,5,11.0
MAHARASHTRA_CHANDRAPUR,2002,0,1,0.0,0,0,0,0,0,0,6,7.0
MAHARASHTRA_CHANDRAPUR,2003,0,5,0.0,0,0,0,0,0,0,2,7.0
MAHARASHTRA_CHANDRAPUR,2004,0,6,0.0,0,0,0,0,1,0,8,15.0
MAHARASHTRA_CHANDRAPUR,2005,0,3,0.0,0,0,0,0,0,0,8,11.0
MAHARASHTRA_CHANDRAPUR,2006,0,3,0.0,0,0,0,1,1,0,9,14.0
MAHARASHTRA_CHANDRAPUR,2007,0,0,0.0,0,0,0,0,3,0,9,12.0
MAHARASHTRA_CHANDRAPUR,2008,0,3,0.0,0,0,0,0,2,0,12,17.0
MAHARASHTRA_CHANDRAPUR,2009,1,2,0.0,0,0,0,2,0,0,13,18.0
MAHARASHTRA_CHANDRAPUR,2010,0,4,0.0,0,0,0,0,2,0,11,17.0
MAHARASHTRA_DHULE,2001,2,3,0.0,0,0,0,1,1,0,3,10.0
MAHARASHTRA_DHULE,2002,1,1,0.0,0,0,0,0,5,0,2,9.0
MAHARASHTRA_DHULE,2003,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_DHULE,2004,0,1,0.0,0,0,0,3,1,0,3,8.0
MAHARASHTRA_DHULE,2005,1,2,0.0,0,0,0,1,3,0,6,13.0
MAHARASHTRA_DHULE,2006,1,2,0.0,0,0,0,1,3,0,4,11.0
MAHARASHTRA_DHULE,2007,0,2,0.0,0,0,0,2,3,0,6,13.0
MAHARASHTRA_DHULE,2008,0,0,0.0,0,0,1,1,5,0,7,14.0
MAHARASHTRA_DHULE,2009,0,1,0.0,0,0,0,2,5,0,5,13.0
MAHARASHTRA_DHULE,2010,0,2,0.0,0,0,0,1,2,0,5,10.0
MAHARASHTRA_GADCHIROLI,2001,0,0,0.0,0,0,0,0,2,0,3,5.0
MAHARASHTRA_GADCHIROLI,2002,0,6,0.0,0,0,0,0,0,0,4,10.0
MAHARASHTRA_GADCHIROLI,2003,0,2,0.0,0,0,0,1,1,0,2,6.0
MAHARASHTRA_GADCHIROLI,2004,0,1,0.0,0,0,0,0,0,0,5,6.0
MAHARASHTRA_GADCHIROLI,2005,0,0,0.0,0,0,0,0,2,0,1,3.0
MAHARASHTRA_GADCHIROLI,2006,0,1,0.0,0,0,0,0,3,0,3,7.0
MAHARASHTRA_GADCHIROLI,2007,0,0,0.0,0,0,0,0,4,0,3,7.0
MAHARASHTRA_GADCHIROLI,2008,0,1,0.0,0,0,0,0,4,0,3,8.0
MAHARASHTRA_GADCHIROLI,2009,0,2,0.0,0,1,0,0,0,0,5,8.0
MAHARASHTRA_GADCHIROLI,2010,0,1,0.0,0,1,0,0,0,0,2,4.0
MAHARASHTRA_GONDIA,2001,0,1,0.0,0,0,0,0,0,0,4,5.0
MAHARASHTRA_GONDIA,2002,0,0,0.0,0,0,0,0,0,0,2,2.0
MAHARASHTRA_GONDIA,2003,0,0,0.0,0,0,0,0,1,0,2,3.0
MAHARASHTRA_GONDIA,2004,0,1,0.0,0,0,0,0,0,0,1,2.0
MAHARASHTRA_GONDIA,2005,0,1,0.0,0,0,0,0,2,0,2,5.0
MAHARASHTRA_GONDIA,2006,0,1,0.0,0,0,0,0,3,0,2,6.0
MAHARASHTRA_GONDIA,2007,0,4,0.0,0,0,0,0,2,0,8,14.0
MAHARASHTRA_GONDIA,2008,1,2,0.0,0,0,0,1,0,0,5,9.0
MAHARASHTRA_GONDIA,2009,1,4,0.0,0,0,0,0,1,0,3,9.0
MAHARASHTRA_GONDIA,2010,1,1,0.0,0,0,0,0,1,0,5,8.0
MAHARASHTRA_HINGOLI,2001,0,1,0.0,0,0,0,1,0,0,1,3.0
MAHARASHTRA_HINGOLI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_HINGOLI,2003,0,1,0.0,0,1,0,0,0,0,1,3.0
MAHARASHTRA_HINGOLI,2004,0,0,0.0,0,0,1,1,0,0,2,4.0
MAHARASHTRA_HINGOLI,2005,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_HINGOLI,2006,0,3,0.0,0,0,0,0,0,0,0,3.0
MAHARASHTRA_HINGOLI,2007,0,0,0.0,0,0,1,0,0,0,2,3.0
MAHARASHTRA_HINGOLI,2008,0,3,0.0,1,0,0,0,0,0,1,5.0
MAHARASHTRA_HINGOLI,2009,0,0,0.0,1,0,0,0,0,0,1,2.0
MAHARASHTRA_HINGOLI,2010,0,0,0.0,0,0,0,0,1,0,1,2.0
MAHARASHTRA_JALGAON,2001,0,0,0.0,0,0,0,0,1,0,5,6.0
MAHARASHTRA_JALGAON,2002,0,2,0.0,0,0,0,0,0,0,6,8.0
MAHARASHTRA_JALGAON,2003,0,0,0.0,0,0,0,0,0,0,2,2.0
MAHARASHTRA_JALGAON,2004,0,1,0.0,0,0,0,0,0,0,4,5.0
MAHARASHTRA_JALGAON,2005,0,4,0.0,0,0,0,1,1,0,4,10.0
MAHARASHTRA_JALGAON,2006,0,1,0.0,0,0,1,0,3,0,3,8.0
MAHARASHTRA_JALGAON,2007,1,1,0.0,0,0,0,0,5,0,4,11.0
MAHARASHTRA_JALGAON,2008,1,2,0.0,0,0,0,0,5,0,3,11.0
MAHARASHTRA_JALGAON,2009,1,0,0.0,0,0,0,0,3,0,6,10.0
MAHARASHTRA_JALGAON,2010,0,2,0.0,0,0,0,0,6,0,16,24.0
MAHARASHTRA_JALNA,2001,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_JALNA,2002,0,0,0.0,0,0,1,0,0,0,0,1.0
MAHARASHTRA_JALNA,2003,1,0,0.0,0,0,0,0,0,0,2,3.0
MAHARASHTRA_JALNA,2004,0,1,0.0,0,0,0,0,0,0,2,3.0
MAHARASHTRA_JALNA,2005,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_JALNA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_JALNA,2007,0,1,0.0,1,0,0,0,0,0,1,3.0
MAHARASHTRA_JALNA,2008,0,1,0.0,1,0,0,0,0,0,0,2.0
MAHARASHTRA_JALNA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_JALNA,2010,1,0,0.0,0,0,0,0,1,0,2,4.0
MAHARASHTRA_KOLHAPUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_KOLHAPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2008,1,0,0.0,0,0,0,0,0,0,0,1.0
MAHARASHTRA_LATUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_LATUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
MAHARASHTRA_MUMBAI,2001,0,0,0.0,0,0,0,0,3,0,0,3.0
MAHARASHTRA_MUMBAI,2002,0,2,0.0,0,0,0,0,0,0,0,2.0
MAHARASHTRA_MUMBAI,2003,0,0,0.0,0,0,0,0,0,0,1,1.0
MAHARASHTRA_MUMBAI,2004,0,1,0.0,0,0,0,0,0,0,1,2.0
MAHARASHTRA_MUMBAI,2005,0,0,0.0,0,0,0,0,0,0,2,2.0
MAHARASHTRA_MUMBAI,2006,1,0,0.0,0,0,0,0,0,0,0,1.0
MAHARASHTRA_MUMBAI,2007,0,0,0.0,0,0,0,0,2,0,0,2.0
MAHARASHTRA_MUMBAI,2008,0,0,0.0,0,0,0,0,1,0,1,2.0
