STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against STs,Total_Crimes
HIMACHAL PRADESH_BADDIPOLICEDIST,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BADDIPOLICEDIST,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BADDIPOLICEDIST,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BADDIPOLICEDIST,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BADDIPOLICEDIST,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2001,0,0,0.0,0,0,0,0,0,0,1,1.0
HIMACHAL PRADESH_BILASPUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_BILASPUR,2010,0,0,0.0,0,0,0,0,1,0,0,1.0
HIMACHAL PRADESH_CHAMBA,2001,0,0,0.0,0,0,0,0,1,0,1,2.0
HIMACHAL PRADESH_CHAMBA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CHAMBA,2003,0,0,0.0,0,0,0,0,1,0,1,2.0
HIMACHAL PRADESH_CHAMBA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CHAMBA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CHAMBA,2006,0,0,0.0,0,0,0,0,1,0,1,2.0
HIMACHAL PRADESH_CHAMBA,2007,0,0,0.0,0,0,0,0,1,0,0,1.0
HIMACHAL PRADESH_CHAMBA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CHAMBA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CHAMBA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_CID,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_G.R.P.,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_HAMIRPUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_HAMIRPUR,2002,0,0,0.0,0,0,0,0,0,0,2,2.0
HIMACHAL PRADESH_HAMIRPUR,2003,0,0,0.0,0,0,0,0,0,0,5,5.0
HIMACHAL PRADESH_HAMIRPUR,2004,0,0,0.0,0,0,0,0,0,0,5,5.0
HIMACHAL PRADESH_HAMIRPUR,2005,0,0,0.0,0,0,0,0,0,0,3,3.0
HIMACHAL PRADESH_HAMIRPUR,2006,0,0,0.0,0,0,0,0,0,0,6,6.0
HIMACHAL PRADESH_HAMIRPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_HAMIRPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_HAMIRPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_HAMIRPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2004,0,1,0.0,0,0,0,0,1,0,0,2.0
HIMACHAL PRADESH_KANGRA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KANGRA,2010,0,0,0.0,0,0,0,0,1,0,0,1.0
HIMACHAL PRADESH_KINNAUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KINNAUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KINNAUR,2003,0,0,0.0,1,0,0,0,0,0,0,1.0
HIMACHAL PRADESH_KINNAUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KINNAUR,2005,0,0,0.0,0,0,0,0,0,2,0,2.0
HIMACHAL PRADESH_KINNAUR,2006,0,0,0.0,0,0,0,0,1,2,0,3.0
HIMACHAL PRADESH_KINNAUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KINNAUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KINNAUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KINNAUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KULLU,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KULLU,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KULLU,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KULLU,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KULLU,2005,0,1,0.0,0,0,0,0,2,0,2,5.0
HIMACHAL PRADESH_KULLU,2006,0,0,0.0,0,0,0,0,4,0,0,4.0
HIMACHAL PRADESH_KULLU,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KULLU,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_KULLU,2009,0,0,0.0,0,0,0,0,1,0,0,1.0
HIMACHAL PRADESH_KULLU,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_LAHAUL-SPITI,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_LAHAUL-SPITI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_LAHAUL-SPITI,2003,1,2,0.0,0,0,0,0,0,0,0,3.0
HIMACHAL PRADESH_LAHAUL-SPITI,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_LAHAUL-SPITI,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_LAHAUL-SPITI,2006,0,0,0.0,0,0,0,0,1,0,1,2.0
HIMACHAL PRADESH_LAHAUL-SPITI,2007,0,0,0.0,0,0,0,0,1,0,0,1.0
HIMACHAL PRADESH_LAHAUL-SPITI,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_LAHAUL-SPITI,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_LAHAUL-SPITI,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2001,0,0,0.0,0,0,0,0,1,0,0,1.0
HIMACHAL PRADESH_MANDI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_MANDI,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2002,0,1,0.0,0,0,0,0,0,0,0,1.0
HIMACHAL PRADESH_SHIMLA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2004,0,0,0.0,0,0,0,0,1,0,0,1.0
HIMACHAL PRADESH_SHIMLA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SHIMLA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2004,0,0,0.0,0,0,0,0,0,0,3,3.0
HIMACHAL PRADESH_SIRMAUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SIRMAUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_SOLAN,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
HIMACHAL PRADESH_UNA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_ANANTNAG,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_AWANTIPORA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BANDIPORA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BARAMULLA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BORDER,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_BUDGAM,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_C.B.KASHMIR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME JAMMU,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_CRIME SRINAGAR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_DODA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_GANDERBAL,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_HANDWARA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_JAMMU,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_KARGIL,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_KARGIL,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_KARGIL,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_KARGIL,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_KARGIL,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
JAMMU & KASHMIR_KARGIL,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
