STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total_Crimes
UTTAR PRADESH_BALLIA,2003,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
UTTAR PRADESH_BALLIA,2004,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
UTTAR PRADESH_BALLIA,2005,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
UTTAR PRADESH_BALLIA,2006,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0
UTTAR PRADESH_BALLIA,2007,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0
UTTAR PRADESH_BALLIA,2008,4.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0
UTTAR PRADESH_BALLIA,2009,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0
UTTAR PRADESH_BALLIA,2010,3.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0
UTTAR PRADESH_BALRAMPUR,2001,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0
UTTAR PRADESH_BALRAMPUR,2002,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0
UTTAR PRADESH_BALRAMPUR,2003,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
UTTAR PRADESH_BALRAMPUR,2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
UTTAR PRADESH_BALRAMPUR,2005,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
UTTAR PRADESH_BALRAMPUR,2006,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
UTTAR PRADESH_BALRAMPUR,2007,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
UTTAR PRADESH_BALRAMPUR,2008,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0
UTTAR PRADESH_BALRAMPUR,2009,1.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0
UTTAR PRADESH_BALRAMPUR,2010,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0
UTTAR PRADESH_BANDA,2001,3.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0
UTTAR PRADESH_BANDA,2002,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0
UTTAR PRADESH_BANDA,2003,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
UTTAR PRADESH_BANDA,2004,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0
UTTAR PRADESH_BANDA,2005,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0
UTTAR PRADESH_BANDA,2006,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0
UTTAR PRADESH_BANDA,2007,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0
UTTAR PRADESH_BANDA,2008,6.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,85.0
UTTAR PRADESH_BANDA,2009,3.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,47.0
UTTAR PRADESH_BANDA,2010,2.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0
UTTAR PRADESH_BARABANKI,2001,7.0,14.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,90.0
UTTAR PRADESH_BARABANKI,2002,4.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0
UTTAR PRADESH_BARABANKI,2003,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0
UTTAR PRADESH_BARABANKI,2004,2.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0
UTTAR PRADESH_BARABANKI,2005,6.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0
UTTAR PRADESH_BARABANKI,2006,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0
UTTAR PRADESH_BARABANKI,2007,8.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0
UTTAR PRADESH_BARABANKI,2008,4.0,14.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,75.0
UTTAR PRADESH_BARABANKI,2009,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0
UTTAR PRADESH_BARABANKI,2010,5.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0
UTTAR PRADESH_BAREILLY,2001,7.0,15.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,177.0
UTTAR PRADESH_BAREILLY,2002,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,108.0
UTTAR PRADESH_BAREILLY,2003,9.0,20.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
UTTAR PRADESH_BAREILLY,2004,24.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0
UTTAR PRADESH_BAREILLY,2005,18.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,59.0
UTTAR PRADESH_BAREILLY,2006,6.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,48.0
UTTAR PRADESH_BAREILLY,2007,9.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
UTTAR PRADESH_BAREILLY,2008,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
UTTAR PRADESH_BAREILLY,2009,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0
UTTAR PRADESH_BAREILLY,2010,6.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0
UTTAR PRADESH_BASTI,2001,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,33.0
UTTAR PRADESH_BASTI,2002,2.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0
UTTAR PRADESH_BASTI,2003,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
UTTAR PRADESH_BASTI,2004,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
UTTAR PRADESH_BASTI,2005,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
UTTAR PRADESH_BASTI,2006,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0
UTTAR PRADESH_BASTI,2007,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0
UTTAR PRADESH_BASTI,2008,6.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0
UTTAR PRADESH_BASTI,2009,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0
UTTAR PRADESH_BASTI,2010,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0
UTTAR PRADESH_BIJNOR,2001,18.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,56.0
UTTAR PRADESH_BIJNOR,2002,18.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0
UTTAR PRADESH_BIJNOR,2003,14.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
UTTAR PRADESH_BIJNOR,2004,17.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0
UTTAR PRADESH_BIJNOR,2005,4.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0
UTTAR PRADESH_BIJNOR,2006,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0
UTTAR PRADESH_BIJNOR,2007,9.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,65.0
UTTAR PRADESH_BIJNOR,2008,8.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,80.0
UTTAR PRADESH_BIJNOR,2009,9.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,56.0
UTTAR PRADESH_BIJNOR,2010,7.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0
UTTAR PRADESH_BULANDSHAHAR,2001,21.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,107.0
UTTAR PRADESH_BULANDSHAHAR,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_BULANDSHAHAR,2003,13.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,52.0
UTTAR PRADESH_BULANDSHAHAR,2004,28.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0
UTTAR PRADESH_BULANDSHAHAR,2005,13.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
UTTAR PRADESH_BULANDSHAHAR,2006,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0
UTTAR PRADESH_BULANDSHAHAR,2007,6.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0
UTTAR PRADESH_BULANDSHAHAR,2008,10.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0
UTTAR PRADESH_BULANDSHAHAR,2009,18.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,84.0
UTTAR PRADESH_BULANDSHAHAR,2010,13.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0
UTTAR PRADESH_CHANDOLI,2001,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0
UTTAR PRADESH_CHANDOLI,2002,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0
UTTAR PRADESH_CHANDOLI,2003,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0
UTTAR PRADESH_CHANDOLI,2004,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
UTTAR PRADESH_CHANDOLI,2005,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0
UTTAR PRADESH_CHANDOLI,2006,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
UTTAR PRADESH_CHANDOLI,2007,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0
UTTAR PRADESH_CHANDOLI,2008,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0
UTTAR PRADESH_CHANDOLI,2009,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0
UTTAR PRADESH_CHANDOLI,2010,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
UTTAR PRADESH_CHITRAKOOT DHAM,2001,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
UTTAR PRADESH_CHITRAKOOT DHAM,2002,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
UTTAR PRADESH_CHITRAKOOT DHAM,2003,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0
UTTAR PRADESH_CHITRAKOOT DHAM,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2005,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
UTTAR PRADESH_CHITRAKOOT DHAM,2006,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
UTTAR PRADESH_CHITRAKOOT DHAM,2007,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
UTTAR PRADESH_CHITRAKOOT DHAM,2008,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0
UTTAR PRADESH_CHITRAKOOT DHAM,2009,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
UTTAR PRADESH_CHITRAKOOT DHAM,2010,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
UTTAR PRADESH_CSM NAGAR,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_CSM NAGAR,2010,0.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0
UTTAR PRADESH_DEORIA,2001,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0
UTTAR PRADESH_DEORIA,2002,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0
UTTAR PRADESH_DEORIA,2003,16.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0
UTTAR PRADESH_DEORIA,2004,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0
UTTAR PRADESH_DEORIA,2005,4.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0
UTTAR PRADESH_DEORIA,2006,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0
UTTAR PRADESH_DEORIA,2007,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0
UTTAR PRADESH_DEORIA,2008,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0
UTTAR PRADESH_DEORIA,2009,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0
UTTAR PRADESH_DEORIA,2010,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0
UTTAR PRADESH_ETAH,2001,32.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,58.0
UTTAR PRADESH_ETAH,2002,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
UTTAR PRADESH_ETAH,2003,28.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
UTTAR PRADESH_ETAH,2004,11.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,37.0
UTTAR PRADESH_ETAH,2005,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
UTTAR PRADESH_ETAH,2006,14.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
UTTAR PRADESH_ETAH,2007,17.0,13.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0
UTTAR PRADESH_ETAH,2008,4.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0
UTTAR PRADESH_ETAH,2009,7.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0
UTTAR PRADESH_ETAH,2010,1.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0
UTTAR PRADESH_ETAWAH,2001,4.0,10.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,45.0
UTTAR PRADESH_ETAWAH,2002,14.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
UTTAR PRADESH_ETAWAH,2003,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
UTTAR PRADESH_ETAWAH,2004,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
UTTAR PRADESH_ETAWAH,2005,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0
UTTAR PRADESH_ETAWAH,2006,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0
UTTAR PRADESH_ETAWAH,2007,6.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0
UTTAR PRADESH_ETAWAH,2008,0.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0
UTTAR PRADESH_ETAWAH,2009,1.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
UTTAR PRADESH_ETAWAH,2010,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
UTTAR PRADESH_FAIZABAD,2001,4.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0
UTTAR PRADESH_FAIZABAD,2002,9.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,38.0
UTTAR PRADESH_FAIZABAD,2003,10.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
UTTAR PRADESH_FAIZABAD,2004,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0
UTTAR PRADESH_FAIZABAD,2005,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
UTTAR PRADESH_FAIZABAD,2006,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
UTTAR PRADESH_FAIZABAD,2007,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
UTTAR PRADESH_FAIZABAD,2008,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
UTTAR PRADESH_FAIZABAD,2009,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
UTTAR PRADESH_FAIZABAD,2010,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
UTTAR PRADESH_FATEHGARH,2001,8.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0
UTTAR PRADESH_FATEHGARH,2002,4.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0
UTTAR PRADESH_FATEHGARH,2003,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
UTTAR PRADESH_FATEHGARH,2004,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0
UTTAR PRADESH_FATEHGARH,2005,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
UTTAR PRADESH_FATEHGARH,2006,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0
UTTAR PRADESH_FATEHGARH,2007,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
UTTAR PRADESH_FATEHGARH,2008,1.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,33.0
UTTAR PRADESH_FATEHGARH,2009,7.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0
UTTAR PRADESH_FATEHGARH,2010,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0
UTTAR PRADESH_FATEHPUR,2001,16.0,10.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,44.0,78.0
UTTAR PRADESH_FATEHPUR,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_FATEHPUR,2003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
UTTAR PRADESH_FATEHPUR,2004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
UTTAR PRADESH_FATEHPUR,2005,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
UTTAR PRADESH_FATEHPUR,2006,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
UTTAR PRADESH_FATEHPUR,2007,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
UTTAR PRADESH_FATEHPUR,2008,6.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0
UTTAR PRADESH_FATEHPUR,2009,2.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
UTTAR PRADESH_FATEHPUR,2010,9.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
UTTAR PRADESH_FIROZABAD,2001,6.0,8.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0,155.0
UTTAR PRADESH_FIROZABAD,2002,20.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0
UTTAR PRADESH_FIROZABAD,2003,23.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,79.0
UTTAR PRADESH_FIROZABAD,2004,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0
UTTAR PRADESH_FIROZABAD,2005,7.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.0
UTTAR PRADESH_FIROZABAD,2006,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0
UTTAR PRADESH_FIROZABAD,2007,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0
UTTAR PRADESH_FIROZABAD,2008,5.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0
UTTAR PRADESH_FIROZABAD,2009,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
UTTAR PRADESH_FIROZABAD,2010,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
UTTAR PRADESH_G.R.P.,2001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UTTAR PRADESH_G.R.P.,2002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
UTTAR PRADESH_G.R.P.,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_G.R.P.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_G.R.P.,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_G.R.P.,2006,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
UTTAR PRADESH_G.R.P.,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UTTAR PRADESH_G.R.P.,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTTAR PRADESH_G.R.P.,2009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UTTAR PRADESH_G.R.P.,2010,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2001,8.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,52.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2002,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,50.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2003,8.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2004,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2005,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2006,11.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2007,6.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2008,13.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2009,7.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,55.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2010,8.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0
